brand,model_name,camera_type,output_type,sensor_name,sensor_brand,sensor_extra,sensor_size_mm,sensor_size_inch,resolution_mp,resolution_w,resolution_h,pixel_size_h,pixel_size_v,shutter,frame_rate,line_rate,spectrum,spectrum_min_nm,spectrum_max_nm,sensor_color,lens_mount,interface,interface_power,pixel_format,sensor_architecture,weight_g,dimension_w,dimension_h,dimension_l
Allied Vision,shr411CXGE-T,area,,IMX411,Sony,,66.69,"4.2""",151.0,14192.0,10640.0,3.76,3.76,rolling,6.2,,Visible,400.0,1000.0,,M72x0.75,10GigE,,"bayer8, bayer10, bayer12, bayer16",CMOS,810,80,80,107
Allied Vision,shr411MXGE,area,,IMX411,Sony,,66.69,"4.2""",151.0,14192.0,10640.0,3.76,3.76,rolling,6.2,,Visible,400.0,1000.0,,M72x0.75,10GigE,,"mono8, mono12, mono16",CMOS,580,80,80,83
Allied Vision,shr411MXGE-T,area,,IMX411,Sony,,66.69,"4.2""",151.0,14192.0,10640.0,3.76,3.76,rolling,6.2,,Visible,400.0,1000.0,,M72x0.75,10GigE,,"mono8, mono10, mono12, mono16",CMOS,810,80,80,107
Allied Vision,shr461CXGE,area,,IMX461,Sony,,54.76,"3.4""",101.8,11648.0,8742.0,3.76,3.76,rolling,8.7,,Visible,400.0,1000.0,,M72x0.75,10GigE,,"bayer8, bayer12, bayer16",CMOS,580,80,80,83
Allied Vision,shr461MXGE,area,,IMX461,Sony,,54.76,"3.4""",101.8,11648.0,8742.0,3.76,3.76,rolling,8.7,,Visible,400.0,1000.0,,M72x0.75,10GigE,,"mono8, mono12, mono16",CMOS,580,80,80,83
Allied Vision,shr661CXGE,area,,IMX661,Sony,,56.7,"3.6""",127.6,13392.0,9528.0,3.45,3.45,global,8.2,,Visible,400.0,1000.0,,M72x0.75,10GigE,,"bayer8, bayer12packed",CMOS,580,80,80,83
Allied Vision,shr661MXGE,area,,IMX661,Sony,,56.7,"3.6""",127.6,13392.0,9528.0,3.45,3.45,global,8.2,,Visible,400.0,1000.0,,M72x0.75,10GigE,,"mono8, mono12packed",CMOS,580,80,80,83
Allied Vision,shr411CCX,area,,IMX411,Sony,,66.69,"4.2""",151.0,14192.0,10640.0,3.76,3.76,rolling,6.2,,Visible,400.0,1000.0,,M72x0.75,CoaXPress,,"bayer8, bayer10, bayer12, bayer16",CMOS,600,80,80,83
Allied Vision,shr411MCX,area,,IMX411,Sony,,66.69,"4.2""",151.0,14192.0,10640.0,3.76,3.76,rolling,6.2,,Visible,400.0,1000.0,,M72x0.75,CoaXPress,,"mono8, mono10, mono12, mono16",CMOS,600,80,80,83
Allied Vision,shr461CCX,area,,IMX461,Sony,,54.76,"3.4""",101.8,11648.0,8742.0,3.76,3.76,rolling,8.7,,Visible,400.0,1000.0,,M72x0.75,CoaXPress,,"bayer8, bayer10, bayer12, bayer16",CMOS,580,80,80,83
Allied Vision,shr461MCX,area,,IMX461,Sony,,54.76,"3.4""",101.8,11648.0,8742.0,3.76,3.76,rolling,8.7,,Visible,400.0,1000.0,,M72x0.75,CoaXPress,,"mono8, mono10, mono12, mono16",CMOS,580,80,80,83
Allied Vision,shr661CCX12,area,,IMX661,Sony,,56.7,"3.6""",127.6,13392.0,9528.0,3.45,3.45,global,20.3,,Visible,400.0,1000.0,,M72x0.75,CoaXPress,,"bayer8, bayer10, bayer12, bayer16",CMOS,580,80,80,83
Allied Vision,shr661MCX12,area,,IMX661,Sony,,56.7,"3.6""",127.6,13392.0,9528.0,3.45,3.45,global,20.3,,Visible,400.0,1000.0,,M72x0.75,CoaXPress,,"mono8, mono10, mono12, mono16",CMOS,580,80,80,83
Allied Vision,shr811CCX12,area,,IMX811,Sony,,64.84,"4.1""",245.8,19200.0,12800.0,2.81,2.81,rolling,12.4,,Visible,400.0,1000.0,,M72x0.75,CoaXPress,,"bayer12, bayer14, bayer16",CMOS,600,80,80,86
Allied Vision,shr811MCX12,area,,IMX811,Sony,,64.84,"4.1""",245.8,19200.0,12800.0,2.81,2.81,rolling,12.4,,Visible,400.0,1000.0,,M72x0.75,CoaXPress,,"mono12, mono14, mono16",CMOS,600,80,80,86
Allied Vision,exo174CCL,area,,IMX174,Sony,,13.27,"1/1.2""",2.3,1920.0,1200.0,5.86,5.86,global,105.0,,Visible,400.0,1000.0,,C-mount,Camera Link,,"bayer8, bayer12",CMOS,138,50,50,43
Allied Vision,exo174MCL,area,,IMX174,Sony,,13.27,"1/1.2""",2.3,1920.0,1200.0,5.86,5.86,global,105.0,,Visible,400.0,1000.0,,C-mount,Camera Link,,"mono8, mono12",CMOS,138,50,50,43
Allied Vision,exo183CCL,area,,IMX183,Sony,,15.85,"1""",20.2,5488.0,3672.0,2.4,2.4,rolling,12.0,,Visible,400.0,1000.0,,C-mount,Camera Link,,"bayer8, bayer12",CMOS,140,50,50,43
Allied Vision,exo183MCL,area,,IMX183,Sony,,15.85,"1""",20.2,5488.0,3672.0,2.4,2.4,rolling,12.0,,Visible,400.0,1000.0,,C-mount,Camera Link,,"mono8, mono12",CMOS,140,50,50,43
Allied Vision,exo250CCL,area,,IMX250,Sony,,11.01,"2/3""",5.0,2448.0,2048.0,3.45,3.45,global,49.0,,Visible,400.0,1000.0,,C-mount,Camera Link,,"bayer8, bayer12",CMOS,138,50,50,43
Allied Vision,exo250MCL,area,,IMX250,Sony,,11.01,"2/3""",5.0,2448.0,2048.0,3.45,3.45,global,49.0,,Visible,400.0,1000.0,,C-mount,Camera Link,,"mono8, mono12",CMOS,138,50,50,43
Allied Vision,exo304CCL,area,,IMX304,Sony,,17.52,"1.1""",12.3,4096.0,3000.0,3.45,3.45,global,20.0,,Visible,400.0,1000.0,,C-mount,Camera Link,,"bayer8, bayer12",CMOS,140,50,50,43
Allied Vision,exo304MCL,area,,IMX304,Sony,,17.52,"1.1""",12.3,4096.0,3000.0,3.45,3.45,global,20.0,,Visible,400.0,1000.0,,C-mount,Camera Link,,"mono8, mono12",CMOS,140,50,50,43
Allied Vision,exo174CGE,area,,IMX174,Sony,,13.27,"1/1.2""",2.3,1920.0,1200.0,5.86,5.86,global,53.6,,Visible,400.0,1000.0,,C-mount,GigE,,"bayer8, bayer12packed",CMOS,140,50,50,43
Allied Vision,exo174MGE,area,,IMX174,Sony,,13.27,"1/1.2""",2.3,1920.0,1200.0,5.86,5.86,global,53.6,,Visible,400.0,1000.0,,C-mount,GigE,,"mono8, mono12packed",CMOS,140,50,50,43
Allied Vision,exo183CGE,area,,IMX183,Sony,,15.86,"1""",20.2,5496.0,3672.0,2.4,2.4,rolling,6.0,,Visible,400.0,1000.0,,C-mount,GigE,,"bayer8, bayer12packed",CMOS,140,50,50,43
Allied Vision,exo183MGE,area,,IMX183,Sony,,15.86,"1""",20.2,5496.0,3672.0,2.4,2.4,rolling,6.0,,Visible,400.0,1000.0,,C-mount,GigE,,"mono8, mono12packed",CMOS,140,50,50,43
Allied Vision,exo249CGE,area,,IMX249,Sony,,13.27,"1/1.2""",2.3,1920.0,1200.0,5.86,5.86,global,41.0,,Visible,400.0,1000.0,,C-mount,GigE,,"bayer8, bayer12packed",CMOS,140,50,50,43
Allied Vision,exo249MGE,area,,IMX249,Sony,,13.27,"1/1.2""",2.3,1920.0,1200.0,5.86,5.86,global,41.0,,Visible,400.0,1000.0,,C-mount,GigE,,"mono8, mono12packed",CMOS,140,50,50,43
Allied Vision,exo250CGE,area,,IMX250,Sony,,11.01,"2/3""",5.0,2448.0,2048.0,3.45,3.45,global,24.5,,Visible,400.0,1000.0,,C-mount,GigE,,"bayer8, bayer12packed",CMOS,138,50,50,43
Allied Vision,exo250MGE,area,,IMX250,Sony,,11.01,"2/3""",5.0,2448.0,2048.0,3.45,3.45,global,24.5,,Visible,400.0,1000.0,,C-mount,GigE,,"mono8, mono12packed",CMOS,138,50,50,43
Allied Vision,exo264CGE,area,,IMX264,Sony,,11.01,"2/3""",5.0,2448.0,2048.0,3.45,3.45,global,24.5,,Visible,400.0,1000.0,,C-mount,GigE,,"bayer8, bayer12packed",CMOS,138,50,50,43
Allied Vision,exo264MGE,area,,IMX264,Sony,,11.01,"2/3""",5.0,2448.0,2048.0,3.45,3.45,global,24.5,,Visible,400.0,1000.0,,C-mount,GigE,,"mono8, mono12packed",CMOS,138,50,50,43
Allied Vision,exo265CGE,area,,IMX265,Sony,,8.83,"1/1.8""",3.1,2048.0,1536.0,3.45,3.45,global,39.0,,Visible,400.0,1000.0,,C-mount,GigE,,"bayer8, bayer12packed",CMOS,138,50,50,43
Allied Vision,exo265MGE,area,,IMX265,Sony,,8.83,"1/1.8""",3.1,2048.0,1536.0,3.45,3.45,global,39.0,,Visible,400.0,1000.0,,C-mount,GigE,,"mono8, mono12packed",CMOS,138,50,50,43
Allied Vision,exo273CGE,area,,IMX273,Sony,,6.21,"1/2.9""",1.6,1440.0,1080.0,3.45,3.45,global,79.0,,Visible,400.0,1000.0,,C-mount,GigE,,"bayer8, bayer12packed",CMOS,138,50,50,43
Allied Vision,exo273MGE,area,,IMX273,Sony,,6.21,"1/2.9""",1.6,1440.0,1080.0,3.45,3.45,global,79.0,,Visible,400.0,1000.0,,C-mount,GigE,,"mono8, mono12packed",CMOS,138,50,50,43
Allied Vision,exo304CGE,area,,IMX304,Sony,,17.52,"1.1""",12.3,4096.0,3000.0,3.45,3.45,global,10.0,,Visible,400.0,1000.0,,C-mount,GigE,,"bayer8, bayer12packed",CMOS,140,50,50,43
Allied Vision,exo304MGE,area,,IMX304,Sony,,17.52,"1.1""",12.3,4096.0,3000.0,3.45,3.45,global,10.0,,Visible,400.0,1000.0,,C-mount,GigE,,"mono8, mono12packed",CMOS,140,50,50,43
Allied Vision,exo342CGE,area,,IMX342,Sony,,27.88,,31.4,6464.0,4852.0,3.45,3.45,global,3.8,,Visible,400.0,1000.0,,M42x1,GigE,,"bayer8, bayer12packed",CMOS,400,58,58,46
Allied Vision,exo342MGE,area,,IMX342,Sony,,27.88,,31.4,6464.0,4852.0,3.45,3.45,global,3.8,,Visible,400.0,1000.0,,M42x1,GigE,,"mono8, mono12packed",CMOS,400,58,58,46
Allied Vision,exo367CGE,area,,IMX367,Sony,,21.58,,19.6,4416.0,4428.0,3.45,3.45,global,6.2,,Visible,400.0,1000.0,,M42x1,GigE,,"bayer8, bayer12packed",CMOS,400,58,58,46
Allied Vision,exo367MGE,area,,IMX367,Sony,,21.58,,19.6,4416.0,4428.0,3.45,3.45,global,6.2,,Visible,400.0,1000.0,,M42x1,GigE,,"mono8, mono12packed",CMOS,400,58,58,46
Allied Vision,exo4000CGE,area,,CMV4000,ams OSRAM,,15.93,"1""",4.0,2048.0,2048.0,5.5,5.5,global,29.5,,Visible,400.0,1000.0,,C-mount,GigE,,"bayer8, bayer12packed",CMOS,150,50,50,38
Allied Vision,exo4000MGE,area,,CMV4000,ams OSRAM,,15.93,"1""",4.0,2048.0,2048.0,5.5,5.5,global,29.5,,Visible,400.0,1000.0,,C-mount,GigE,,"mono8, mono12packed",CMOS,150,50,50,38
Allied Vision,exo428CGE,area,,IMX428,Sony,,17.5,"1.1""",7.1,3208.0,2200.0,4.5,4.5,global,17.4,,Visible,400.0,1000.0,,C-mount,GigE,,"bayer8, bayer12packed",CMOS,140,50,50,43
Allied Vision,exo428MGE,area,,IMX428,Sony,,17.5,"1.1""",7.1,3208.0,2200.0,4.5,4.5,global,17.4,,Visible,400.0,1000.0,,C-mount,GigE,,"mono8, mono12packed",CMOS,140,50,50,43
Allied Vision,exo540CGE,area,,IMX540,Sony,,19.27,"1.2""",24.5,5320.0,4600.0,2.74,2.74,global,5.0,,Visible,400.0,1000.0,,C-mount,GigE,,"bayer8, bayer12packed",CMOS,143,50,50,43
Allied Vision,exo540MGE,area,,IMX540,Sony,,19.27,"1.2""",24.5,5320.0,4600.0,2.74,2.74,global,5.0,,Visible,400.0,1000.0,,C-mount,GigE,,"mono8, mono12packed",CMOS,143,50,50,43
Allied Vision,exo541CGE,area,,IMX541,Sony,,17.45,"1.1""",20.3,4504.0,4504.0,2.74,2.74,global,6.0,,Visible,400.0,1000.0,,C-mount,GigE,,"bayer8, bayer12packed",CMOS,143,50,50,43
Allied Vision,exo541MGE,area,,IMX541,Sony,,17.45,"1.1""",20.3,4504.0,4504.0,2.74,2.74,global,6.0,,Visible,400.0,1000.0,,C-mount,GigE,,"mono8, mono12packed",CMOS,143,50,50,43
Allied Vision,exo542CGE,area,,IMX542,Sony,,16.78,"1.1""",16.1,5320.0,3032.0,2.74,2.74,global,7.0,,Visible,400.0,1000.0,,C-mount,GigE,,"bayer8, bayer12packed",CMOS,143,50,50,43
Allied Vision,exo542MGE,area,,IMX542,Sony,,16.78,"1.1""",16.1,5320.0,3032.0,2.74,2.74,global,7.0,,Visible,400.0,1000.0,,C-mount,GigE,,"mono8, mono12packed",CMOS,143,50,50,43
Allied Vision,exo545CGE,area,,IMX545,Sony,,13.91,"1/1.1""",12.3,4096.0,3000.0,2.74,2.74,global,10.0,,Visible,400.0,1000.0,,C-mount,GigE,,"bayer8, bayer12packed",CMOS,143,50,50,43
Allied Vision,exo545MGE,area,,IMX545,Sony,,13.91,"1/1.1""",12.3,4096.0,3000.0,2.74,2.74,global,10.0,,Visible,400.0,1000.0,,C-mount,GigE,,"mono8, mono12packed",CMOS,143,50,50,43
Allied Vision,exo546CGE,area,,IMX546,Sony,,11.0,"2/3""",8.1,2840.0,2840.0,2.74,2.74,global,15.0,,Visible,400.0,1000.0,,C-mount,GigE,,"bayer8, bayer12packed",CMOS,143,50,50,43
Allied Vision,exo546MGE,area,,IMX546,Sony,,11.0,"2/3""",8.1,2840.0,2840.0,2.74,2.74,global,15.0,,Visible,400.0,1000.0,,C-mount,GigE,,"mono8, mono12packed",CMOS,143,50,50,43
Allied Vision,exo547CGE,area,,IMX547,Sony,,8.75,"1/1.8""",5.0,2448.0,2048.0,2.74,2.74,global,24.5,,Visible,400.0,1000.0,,C-mount,GigE,,"bayer8, bayer12packed",CMOS,143,50,50,43
Allied Vision,exo547MGE,area,,IMX547,Sony,,8.75,"1/1.8""",5.0,2448.0,2048.0,2.74,2.74,global,24.5,,Visible,400.0,1000.0,,C-mount,GigE,,"mono8, mono12packed",CMOS,143,50,50,43
Allied Vision,exo901CGE,area,,IMX901,Sony,,22.67,"1.4""",16.4,8016.0,2048.0,2.74,2.74,global,7.5,,Visible,400.0,1000.0,,C-mount,GigE,,"bayer8, bayer12packed",CMOS,140,50,50,43
Allied Vision,exo901MGE,area,,IMX901,Sony,,22.67,"1.4""",16.4,8016.0,2048.0,2.74,2.74,global,7.5,,Visible,400.0,1000.0,,C-mount,GigE,,"mono8, mono12packed",CMOS,140,50,50,43
Allied Vision,exo902CGE,area,,IMX902,Sony,,17.5,"1.1""",12.4,6048.0,2048.0,2.74,2.74,global,10.0,,Visible,400.0,1000.0,,C-mount,GigE,,"bayer8, bayer12packed",CMOS,140,50,50,43
Allied Vision,exo902MGE,area,,IMX902,Sony,,17.5,"1.1""",12.4,6048.0,2048.0,2.74,2.74,global,10.0,,Visible,400.0,1000.0,,C-mount,GigE,,"mono8, mono12packed",CMOS,140,50,50,43
Allied Vision,exo174CU3,area,,IMX174,Sony,,13.27,"1/1.2""",2.3,1920.0,1200.0,5.86,5.86,global,160.0,,Visible,400.0,1000.0,,C-mount,USB3,,"bayer8, bayer12packed",CMOS,140,50,50,43
Allied Vision,exo174MU3,area,,IMX174,Sony,,13.27,"1/1.2""",2.3,1920.0,1200.0,5.86,5.86,global,160.0,,Visible,400.0,1000.0,,C-mount,USB3,,"mono8, mono12packed",CMOS,140,50,50,43
Allied Vision,exo183CU3,area,,IMX183,Sony,,15.86,"1""",20.2,5496.0,3672.0,2.4,2.4,rolling,17.0,,Visible,400.0,1000.0,,C-mount,USB3,,"bayer8, bayer12packed",CMOS,140,50,50,43
Allied Vision,exo183MU3,area,,IMX183,Sony,,15.86,"1""",20.2,5496.0,3672.0,2.4,2.4,rolling,17.0,,Visible,400.0,1000.0,,C-mount,USB3,,"mono8, mono12packed",CMOS,140,50,50,43
Allied Vision,exo249CU3,area,,IMX249,Sony,,13.27,"1/1.2""",2.3,1920.0,1200.0,5.86,5.86,global,41.0,,Visible,400.0,1000.0,,C-mount,USB3,,"bayer8, bayer12packed",CMOS,140,50,50,43
Allied Vision,exo249MU3,area,,IMX249,Sony,,13.27,"1/1.2""",2.3,1920.0,1200.0,5.86,5.86,global,41.0,,Visible,400.0,1000.0,,C-mount,USB3,,"mono8, mono12packed",CMOS,140,50,50,43
Allied Vision,exo250CU3,area,,IMX250,Sony,,11.01,"2/3""",5.0,2448.0,2048.0,3.45,3.45,global,75.0,,Visible,400.0,1000.0,,C-mount,USB3,,"bayer8, bayer12packed",CMOS,138,50,50,43
Allied Vision,exo250MU3,area,,IMX250,Sony,,11.01,"2/3""",5.0,2448.0,2048.0,3.45,3.45,global,75.0,,Visible,400.0,1000.0,,C-mount,USB3,,"mono8, mono12packed",CMOS,138,50,50,43
Allied Vision,exo253CU3,area,,IMX253,Sony,,17.52,"1.1""",12.3,4096.0,3000.0,3.45,3.45,global,30.0,,Visible,400.0,1000.0,,C-mount,USB3,,"bayer8, bayer12packed",CMOS,138,50,50,43
Allied Vision,exo253MU3,area,,IMX253,Sony,,17.52,"1.1""",12.3,4096.0,3000.0,3.45,3.45,global,30.0,,Visible,400.0,1000.0,,C-mount,USB3,,"mono8, mono12packed",CMOS,138,50,50,43
Allied Vision,exo264CU3,area,,IMX264,Sony,,11.01,"2/3""",5.0,2448.0,2048.0,3.45,3.45,global,35.0,,Visible,400.0,1000.0,,C-mount,USB3,,"bayer8, bayer12packed",CMOS,138,50,50,43
Allied Vision,exo264MU3,area,,IMX264,Sony,,11.01,"2/3""",5.0,2448.0,2048.0,3.45,3.45,global,35.0,,Visible,400.0,1000.0,,C-mount,USB3,,"mono8, mono12packed",CMOS,138,50,50,43
Allied Vision,exo265CU3,area,,IMX265,Sony,,8.83,"1/1.8""",3.1,2048.0,1536.0,3.45,3.45,global,55.0,,Visible,400.0,1000.0,,C-mount,USB3,,"bayer8, bayer12packed",CMOS,138,50,50,43
Allied Vision,exo265MU3,area,,IMX265,Sony,,8.83,"1/1.8""",3.1,2048.0,1536.0,3.45,3.45,global,55.0,,Visible,400.0,1000.0,,C-mount,USB3,,"mono8, mono12packed",CMOS,138,50,50,43
Allied Vision,exo304CU3,area,,IMX304,Sony,,17.52,"1.1""",12.3,4096.0,3000.0,3.45,3.45,global,23.0,,Visible,400.0,1000.0,,C-mount,USB3,,"bayer8, bayer12packed",CMOS,138,50,50,43
Allied Vision,exo304MU3,area,,IMX304,Sony,,17.52,"1.1""",12.3,4096.0,3000.0,3.45,3.45,global,23.0,,Visible,400.0,1000.0,,C-mount,USB3,,"mono8, mono12packed",CMOS,138,50,50,43
Allied Vision,exo342CU3,area,,IMX342,Sony,,27.88,,31.4,6464.0,4852.0,3.45,3.45,global,12.0,,Visible,400.0,1000.0,,M42x1,USB3,,"bayer8, bayer12packed",CMOS,320,58,58,46
Allied Vision,exo342MU3,area,,IMX342,Sony,,27.88,,31.4,6464.0,4852.0,3.45,3.45,global,12.0,,Visible,400.0,1000.0,,M42x1,USB3,,"mono8, mono12packed",CMOS,320,58,58,46
Allied Vision,exo367CU3,area,,IMX367,Sony,,21.58,,19.6,4416.0,4428.0,3.45,3.45,global,19.0,,Visible,400.0,1000.0,,M42x1,USB3,,"bayer8, bayer12packed",CMOS,320,58,58,46
Allied Vision,exo367MU3,area,,IMX367,Sony,,21.58,,19.6,4416.0,4428.0,3.45,3.45,global,19.0,,Visible,400.0,1000.0,,M42x1,USB3,,"mono8, mono12packed",CMOS,320,58,58,46
Allied Vision,exo4000CU3,area,,CMV4000,ams OSRAM,,15.93,"1""",4.0,2048.0,2048.0,5.5,5.5,global,74.0,,Visible,400.0,1000.0,,C-mount,USB3,,"bayer8, bayer12packed",CMOS,138,50,50,47
Allied Vision,exo4000MU3,area,,CMV4000,ams OSRAM,,15.93,"1""",4.0,2048.0,2048.0,5.5,5.5,global,74.0,,Visible,400.0,1000.0,,C-mount,USB3,,"mono8, mono12packed",CMOS,138,50,50,47
Allied Vision,exo428CU3,area,,IMX428,Sony,,17.5,"1.1""",7.1,3208.0,2200.0,4.5,4.5,global,51.3,,Visible,400.0,1000.0,,C-mount,USB3,,"bayer8, bayer12packed",CMOS,140,50,50,43
Allied Vision,exo428MU3,area,,IMX428,Sony,,17.5,"1.1""",7.1,3208.0,2200.0,4.5,4.5,global,51.3,,Visible,400.0,1000.0,,C-mount,USB3,,"mono8, mono12packed",CMOS,140,50,50,43
Allied Vision,exo540CU3,area,,IMX540,Sony,,19.27,"1.2""",24.5,5320.0,4600.0,2.74,2.74,global,15.0,,Visible,400.0,1000.0,,C-mount,USB3,,"bayer8, bayer12packed",CMOS,140,50,50,43
Allied Vision,exo540MU3,area,,IMX540,Sony,,19.27,"1.2""",24.5,5320.0,4600.0,2.74,2.74,global,15.0,,Visible,400.0,1000.0,,C-mount,USB3,,"mono8, mono12packed",CMOS,140,50,50,43
Allied Vision,exo541CU3,area,,IMX541,Sony,,17.45,"1.1""",20.3,4504.0,4504.0,2.74,2.74,global,18.4,,Visible,400.0,1000.0,,C-mount,USB3,,"bayer8, bayer12packed",CMOS,140,50,50,43
Allied Vision,exo541MU3,area,,IMX541,Sony,,17.45,"1.1""",20.3,4504.0,4504.0,2.74,2.74,global,18.4,,Visible,400.0,1000.0,,C-mount,USB3,,"mono8, mono12packed",CMOS,140,50,50,43
Allied Vision,exo542CU3,area,,IMX542,Sony,,16.78,"1.1""",16.1,5320.0,3032.0,2.74,2.74,global,23.0,,Visible,400.0,1000.0,,C-mount,USB3,,"bayer8, bayer12packed",CMOS,140,50,50,43
Allied Vision,exo542MU3,area,,IMX542,Sony,,16.78,"1.1""",16.1,5320.0,3032.0,2.74,2.74,global,23.0,,Visible,400.0,1000.0,,C-mount,USB3,,"mono8, mono12packed",CMOS,140,50,50,43
Allied Vision,exo901CU3,area,,IMX901,Sony,,22.67,"1.4""",16.4,8016.0,2048.0,2.74,2.74,global,15.0,,Visible,400.0,1000.0,,C-mount,USB3,,"bayer8, bayer12packed",CMOS,140,50,50,43
Allied Vision,exo901MU3,area,,IMX901,Sony,,22.67,"1.4""",16.4,8016.0,2048.0,2.74,2.74,global,15.0,,Visible,400.0,1000.0,,C-mount,USB3,,"mono8, mono12packed",CMOS,140,50,50,43
Allied Vision,exo902CU3,area,,IMX902,Sony,,17.5,"1.1""",12.4,6048.0,2048.0,2.74,2.74,global,29.6,,Visible,400.0,1000.0,,C-mount,USB3,,"bayer8, bayer12packed",CMOS,140,50,50,43
Allied Vision,exo902MU3,area,,IMX902,Sony,,17.5,"1.1""",12.4,6048.0,2048.0,2.74,2.74,global,29.6,,Visible,400.0,1000.0,,C-mount,USB3,,"mono8, mono12packed",CMOS,140,50,50,43
Allied Vision,EoSens1.3MCL-CM,area,,LUPA1300-2,onsemi,,22.95,"4/3""",1.3,1280.0,1024.0,14.0,14.0,global,506.0,,Visible,400.0,1000.0,,C-mount,Camera Link,,"mono8, mono10",CMOS,300,63,63,47
Allied Vision,EoSens1.3MCL-FM,area,,LUPA1300-2,onsemi,,22.95,"4/3""",1.3,1280.0,1024.0,14.0,14.0,global,506.0,,Visible,400.0,1000.0,,F-mount,Camera Link,,"mono8, mono10",CMOS,350,63,63,75
Allied Vision,EoSens3.0MCL-CM,area,,LUPA3000,onsemi,,19.23,"1""",3.0,1690.0,1710.0,8.0,8.0,global,285.0,,Visible,400.0,1000.0,,C-mount,Camera Link,,mono8,CMOS,300,63,63,55
Allied Vision,EoSens3.0MCL-FM,area,,LUPA3000,onsemi,,19.23,"1""",3.0,1690.0,1710.0,8.0,8.0,global,285.0,,Visible,400.0,1000.0,,F-mount,Camera Link,,mono8,CMOS,350,63,63,84
Allied Vision,EoSens3.0MCX5-CM,area,,LUPA3000,onsemi,,19.27,"1""",3.0,1696.0,1710.0,8.0,8.0,global,566.0,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"mono8, mono10",CMOS,500,80,80,57
Allied Vision,EoSens3.0MCX5-FM,area,,LUPA3000,onsemi,,19.27,"1""",3.0,1696.0,1710.0,8.0,8.0,global,566.0,,Visible,400.0,1000.0,,F-mount,CoaXPress,,"mono8, mono10",CMOS,550,80,80,86
Allied Vision,EoSens4.0MCX6-CM,area,,AM41,Alexima,,20.34,"4/3""",4.0,2336.0,1728.0,7.0,7.0,global,563.0,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"mono8, mono10",CMOS,500,80,80,60
Allied Vision,EoSens4.0MCX6-FM,area,,AM41,Alexima,,20.34,"4/3""",4.0,2336.0,1728.0,7.0,7.0,global,563.0,,Visible,400.0,1000.0,,F-mount,CoaXPress,,"mono8, mono10",CMOS,550,80,80,86
Allied Vision,EoSens1.1CCX12-CM,area,,LUX13HS,Luxima,,21.16,"4/3""",1.1,1280.0,864.0,13.7,13.7,global,3674.0,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"bayer8, bayer10",CMOS,500,80,80,54
Allied Vision,EoSens1.1CCX12-FM,area,,LUX13HS,Luxima,,21.16,"4/3""",1.1,1280.0,864.0,13.7,13.7,global,3674.0,,Visible,400.0,1000.0,,F-mount,CoaXPress,,"bayer8, bayer10",CMOS,550,80,80,83
Allied Vision,EoSens1.1MCX12-CM,area,,LUX13HS,Luxima,,21.16,"4/3""",1.1,1280.0,864.0,13.7,13.7,global,3674.0,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"mono8, mono10",CMOS,500,80,80,54
Allied Vision,EoSens1.1MCX12-FM,area,,LUX13HS,Luxima,,21.16,"4/3""",1.1,1280.0,864.0,13.7,13.7,global,3674.0,,Visible,400.0,1000.0,,F-mount,CoaXPress,,"mono8, mono10",CMOS,550,80,80,83
Allied Vision,EoSens10CCX12-FM,area,,GSPRINT4510,Gpixel,,22.93,"4/3""",10.0,4608.0,2176.0,4.5,4.5,global,482.0,,Visible,350.0,1000.0,,F-mount,CoaXPress,,"bayer8, bayer12",CMOS,630,80,80,93
Allied Vision,EoSens10CCX12-M42,area,,GSPRINT4510,Gpixel,,22.93,"4/3""",10.0,4608.0,2176.0,4.5,4.5,global,482.0,,Visible,350.0,1000.0,,M42x0.75,CoaXPress,,"bayer8, bayer12",CMOS,630,80,80,55
Allied Vision,EoSens10MCX12-FM,area,,GSPRINT4510,Gpixel,,22.93,"4/3""",10.0,4608.0,2176.0,4.5,4.5,global,482.0,,Visible,350.0,1000.0,,F-mount,CoaXPress,,"mono8, mono12",CMOS,630,80,80,93
Allied Vision,EoSens10MCX12-M42,area,,GSPRINT4510,Gpixel,,22.93,"4/3""",10.0,4608.0,2176.0,4.5,4.5,global,482.0,,Visible,350.0,1000.0,,M42x0.75,CoaXPress,,"mono8, mono12",CMOS,630,80,80,55
Allied Vision,EoSens2.0CCX12-CM,area,,Lux19HS,Luxima,,22.03,"4/3""",2.0,1920.0,1080.0,10.0,10.0,global,2247.0,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"bayer8, bayer10",CMOS,500,80,80,55
Allied Vision,EoSens2.0CCX12-FM,area,,Lux19HS,Luxima,,22.03,"4/3""",2.0,1920.0,1080.0,10.0,10.0,global,2247.0,,Visible,400.0,1000.0,,F-mount,CoaXPress,,"bayer8, bayer10",CMOS,550,80,80,84
Allied Vision,EoSens2.0MCX12-CM,area,,Lux19HS,Luxima,,22.03,"4/3""",2.0,1920.0,1080.0,10.0,10.0,global,2247.0,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"mono8, mono10",CMOS,500,80,80,55
