brand	model_name,camera_type,sensor_name,sensor_brand,sensor_extra,sensor_size_mm,sensor_size_inch,resolution_mp,resolution_w,resolution_h,pixel_size_h,pixel_size_v,shutter,frame_rate,line_rate,spectrum,spectrum_min_nm,spectrum_max_nm,sensor_color,lens_mount,interface,interface_power,pixel_format,sensor_architecture,weight_g,dimension_w,dimension_h,dimension_l
Hikrobot	MV-CS200-10UM V5,area,IMX183,Sony,,,"1""",19.96,5472.0,3648.0,2.4,2.4,rolling,19.2,,Mono,,,Mono,C-mount,"USB3, USB2",,Mono 8/10/10Packed/12/12Packed,CMOS,80,29,29,30
Hikrobot	MV-CS200-10UC,area,IMX183,Sony,,,"1""",19.96,5472.0,3648.0,2.4,2.4,rolling,19.2,,,,,,C-mount,"USB3, USB2",,"Mono 8/10/12, , Bayer GB 8/10/10Packed /12/12Packed ,, YUV422_YUYV_Packed, YUV 422 Packed, RGB 8, BGR 8",CMOS,80,29,29,30
Hikrobot	MV-CS200-10UC V5,area,IMX183,Sony,,,"1""",19.96,5472.0,3648.0,2.4,2.4,rolling,19.2,,Color,,,Color,C-mount,"USB3, USB2",,"Mono 8,, Bayer GB 8/10/10Packed/12/12Packed,, YUV422Packed, YUV422_YUYV_Packed,, RGB 8, BGR 8",CMOS,80,29,29,30
Hikrobot	MV-CS200-10GM-ADV,area,IMX183,,,,"1""",19.96,5472.0,3648.0,2.4,2.4,rolling,5.9,,Mono,,,Mono,C-mount,GigE,,Mono 8/10/10p/12/12p,CMOS,100,29,29,42
Hikrobot	MV-CS200-RC,area,IMX183,,,,"1""",19.96,5472.0,3648.0,2.4,2.4,rolling,19.2,,Color,,,Color,C-mount,"USB3, USB2",,"Mono 8/10/12, <br/>Bayer GB 8/10/10Packed /12/12Packed ,<br/>YUV422_YUYV_Packed, YUV 422 Packed, RGB 8, BGR 8",CMOS,80,29,29,30
Hikrobot	MV-CU004-10GM,area,IMX297,Sony,,,"1/2.9""",0.39,720.0,540.0,6.9,6.9,global,126.5,,Mono,,,Mono,C-mount,GigE,,Mono 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CU004-10GC,area,IMX297,Sony,,,"1/2.9""",0.39,720.0,540.0,6.9,6.9,global,126.5,,Color,,,Color,C-mount,GigE,,Bayer RG 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CU013-80GM,area,,,,,"1/2.7""",1.31,1280.0,1024.0,4.0,4.0,global,89.9,,Mono,,,Mono,C-mount,GigE,,Mono 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CU013-80GC,area,,,,,"1/2.7""",1.31,1280.0,1024.0,4.0,4.0,global,89.9,,Color,,,Color,C-mount,GigE,,Bayer BG 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CU013-80UM,area,,,,,"1/2.7""",1.31,1280.0,1024.0,4.0,4.0,global,240.4,,Mono,,,Mono,C-mount,"USB3, USB2",,Mono 8/10/10Packed/12/12Packed,CMOS,77,29,29,30
Hikrobot	MV-CU013-80UC,area,,,,,"1/2.7""",1.31,1280.0,1024.0,4.0,4.0,global,240.4,,Color,,,Color,C-mount,"USB3, USB2",,Bayer BG 8/10/10Packed/12/12Packed,CMOS,77,29,29,30
Hikrobot	MV-CU013-A0GM,area,,,,,"1/2""",1.31,1280.0,1024.0,4.8,4.8,global,91.3,,Mono,,,Mono,C-mount,GigE,,Mono 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CU013-A0GC,area,,,,,"1/2""",1.31,1280.0,1024.0,4.8,4.8,global,91.3,,Color,,,Color,C-mount,GigE,,Bayer GB 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CU013-A1GC,area,,,,,"1/2""",1.31,1280.0,1024.0,4.8,4.8,global,90.0,,Color,,,Color,C-mount,GigE,,"Mono 8/10/12, Bayer GB 8/10/10Packed/12/12Packed, YUV422Packed, YUV422_YUYV_Packed, RGB 8, BGR 8",CMOS,100,29,29,42
Hikrobot	MV-CU013-A0UM,area,,,,,"1/2""",1.31,1280.0,1024.0,4.8,4.8,global,201.4,,Mono,,,Mono,C-mount,"USB3, USB2",,Mono 8/10/10Packed/12/12Packed,CMOS,76,29,29,30
Hikrobot	MV-CU013-A0UC,area,,,,,"1/2""",1.31,1280.0,1024.0,4.8,4.8,global,201.4,,Color,,,Color,C-mount,"USB3, USB2",,Bayer GB 8/10/10Packed/12/12Packed,CMOS,76,29,29,30
Hikrobot	MV-CU013-A1UC,area,,,,,"1/2""",1.31,1280.0,1024.0,4.8,4.8,global,210.0,,Color,,,Color,C-mount,"USB3, USB2",,"Mono 8/10/12, Bayer GB 8/10/10Packed/12/12Packed, YUV422Packed, YUV422_YUYV_Packed, RGB 8, BGR 8",CMOS,76,29,29,30
Hikrobot	MV-CU016-10GM,area,IMX296,Sony,,,"1/2.9""",1.56,1440.0,1080.0,3.45,3.45,global,65.8,,Mono,,,Mono,C-mount,GigE,,Mono 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CU016-10GC,area,IMX296,Sony,,,"1/2.9""",1.56,1440.0,1080.0,3.45,3.45,global,65.8,,Color,,,Color,C-mount,GigE,,Bayer RG 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CU020-80GM,area,,,,,"1/2.6""",1.92,1600.0,1200.0,3.45,3.45,global,53.5,,,,,,C-mount,GigE,,Mono 8/10/10Packed/12/12Packed,CMOS,97,29,29,42
Hikrobot	MV-CU020-80GC,area,,,,,"1/2.6""",1.92,1600.0,1200.0,3.45,3.45,global,53.5,,,,,,C-mount,GigE,,Bayer BG 8/10/10Packed/12/12Packed,CMOS,97,29,29,42
Hikrobot	MV-CU020-90GM,area,GMAX4002,,,,"1/1.7""",2.46,2048.0,1200.0,4.0,4.0,global,49.0,,,,,,C-mount,GigE,,Mono 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CU020-90GC,area,GMAX4002,,,,"1/1.7""",2.46,2048.0,1200.0,4.0,4.0,global,49.0,,,,,,C-mount,GigE,,Bayer GB 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CU020-90UM,area,GMAX4002,,,,"1/1.7""",2.46,2048.0,1200.0,4.0,4.0,global,150.2,,,,,,C-mount,"USB3, USB2",,Mono 8/10/10Packed/12/12Packed,CMOS,80,29,29,30
Hikrobot	MV-CU020-90UC,area,GMAX4002,,,,"1/1.7""",2.46,2048.0,1200.0,4.0,4.0,global,150.2,,,,,,C-mount,"USB3, USB2",,Bayer GB 8/10/10Packed/12/12Packed,CMOS,80,29,29,30
Hikrobot	MV-CU020-19GM V3,area,,,,,"1/2.8""",2.07,1920.0,1080.0,2.9,2.9,rolling,56.0,,Mono,,,Mono,C-mount,GigE,,Mono 8,CMOS,100,29,29,42
Hikrobot	MV-CU020-19GC V3,area,,,,,"1/2.8""",2.07,1920.0,1080.0,2.9,2.9,rolling,56.0,,Color,,,Color,C-mount,GigE,,"Mono 8, YUV422Packed",CMOS,100,29,29,42
Hikrobot	MV-CU020-19GC(850nm) V3,area,,,,,"1/2.8""",2.07,1920.0,1080.0,2.9,2.9,rolling,56.0,,Mono,,,Mono,C-mount,GigE,,Mono 8,CMOS,100,29,29,42
Hikrobot	MV-CU050-30GC,area,AR0521,,,,"1/2.5""",5.04,2592.0,1944.0,2.2,2.2,rolling,24.0,,Color,,,Color,C-mount,GigE,,Bayer GR 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CU050-60GM,area,,,,,"1/2.5""",5.04,2592.0,1944.0,2.2,2.2,rolling,23.1,,Mono,,,Mono,C-mount,GigE,,Mono 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CU050-60UM,area,,,,,"1/2.5""",5.04,2592.0,1944.0,2.2,2.2,rolling,48.2,,Mono,,,Mono,C-mount,"USB3, USB2",,Mono 8/10/10Packed/12/12Packed,CMOS,76,29,29,30
Hikrobot	MV-CU050-90GM,area,GMAX2505,,,,"1/2""",5.62,2600.0,2160.0,2.5,2.5,global,21.0,,Mono,,,Mono,C-mount,GigE,,Mono 8/10/10Packed/12/12Packed,CMOS,117,29,29,47.6
Hikrobot	MV-CU050-90GC,area,GMAX2505,,,,"1/2""",5.62,2600.0,2160.0,2.5,2.5,global,21.0,,Color,,,Color,C-mount,GigE,,Bayer BG 8/10/10Packed/12/12Packed,CMOS,117,29,29,47.6
Hikrobot	MV-CU050-30GM,area,AR0521,,,,"1/2.5""",5.04,2592.0,1944.0,2.2,2.2,rolling,24.0,,Mono,,,Mono,C-mount,GigE,,Mono 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CU200-20GC,area,AR2020,,,,"1/1.8""",19.66,5120.0,3840.0,1.4,1.4,rolling,5.9,,,,,,C-mount,GigE,,Bayer GR 8/10/10 Packed/12/12 Packed,CMOS,100,,,
Hikrobot	MV-CU200-20GM,area,AR2020,,,,"1/1.8""",19.66,5120.0,3840.0,1.4,1.4,rolling,5.9,,,,,,C-mount,GigE,,Mono 8/10/10 Packed/12/12 Packed,CMOS,100,,,
Hikrobot	MV-CU050-90UM,area,GMAX2505,,,,"1/2""",5.62,2600.0,2160.0,2.5,2.5,global,59.8,,Mono,,,Mono,C-mount,"USB3, USB2",,Mono 8/10/10Packed/12/12Packed,CMOS,94,29,29,35.6
Hikrobot	MV-CU050-90UC,area,GMAX2505,,,,"1/2""",5.62,2600.0,2160.0,2.5,2.5,global,59.8,,Color,,,Color,C-mount,"USB3, USB2",,Bayer BG 8/10/10Packed/12/12Packed,CMOS,94,29,29,35.6
Hikrobot	MV-CU060-10GM,area,IMX178,Sony,,,"1/1.8""",6.29,3072.0,2048.0,2.4,2.4,rolling,19.1,,Mono,,,Mono,C-mount,GigE,,Mono 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CU060-10GC,area,IMX178,Sony,,,"1/1.8""",6.29,3072.0,2048.0,2.4,2.4,rolling,19.1,,Color,,,Color,C-mount,GigE,,Bayer RG 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CU060-10UM,area,IMX178,Sony,,,"1/1.8""",6.29,3072.0,2048.0,2.4,2.4,rolling,59.6,,Mono,,,Mono,C-mount,"USB3, USB2",,Mono 8/10/10Packed/12/12Packed,CMOS,76,29,29,30
Hikrobot	MV-CU060-10UC,area,IMX178,Sony,,,"1/1.8""",6.29,3072.0,2048.0,2.4,2.4,rolling,59.6,,Color,,,Color,C-mount,"USB3, USB2",,Bayer RG 8/10/10Packed/12/12Packed,CMOS,76,29,29,30
Hikrobot	MV-CU060-60GM,area,,,,,"1/2.4""",6.22,3200.0,1944.0,2.0,2.0,rolling,19.0,,,,,,C-mount,GigE,,Mono 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CU060-60GC,area,,,,,"1/2.4""",6.22,3200.0,1944.0,2.0,2.0,rolling,19.0,,,,,,C-mount,GigE,,Bayer BG 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CU120-10GM,area,IMX226,Sony,,,"1/1.7""",12.22,4024.0,3036.0,1.85,1.85,rolling,9.7,,Mono,,,Mono,C-mount,GigE,,Mono 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CU120-10GC,area,IMX226,Sony,,,"1/1.7""",12.22,4024.0,3036.0,1.85,1.85,rolling,9.7,,Color,,,Color,C-mount,GigE,,Bayer RG 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CU120-10UM,area,IMX226,Sony,,,"1/1.7""",12.22,4024.0,3036.0,1.85,1.85,rolling,29.2,,Mono,,,Mono,C-mount,"USB3, USB2",,Mono 8/10/10Packed/12/12Packed,CMOS,76,29,29,30
Hikrobot	MV-CU120-10UC,area,IMX226,Sony,,,"1/1.7""",12.22,4024.0,3036.0,1.85,1.85,rolling,29.2,,Color,,,Color,C-mount,"USB3, USB2",,Bayer RG 8/10/10Packed/12/12Packed,CMOS,76,29,29,30
Hikrobot	MV-CU020-90GM V2,area,GMAX4002,,,,"1/1.7""",2.46,2048.0,1200.0,4.0,4.0,global,49.0,,Mono,,,Mono,C-mount,GigE,,Mono 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CU020-90GC V2,area,GMAX4002,,,,"1/1.7""",2.46,2048.0,1200.0,4.0,4.0,global,49.0,,Color,,,Color,C-mount,GigE,,Bayer GB 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CU200-20GM V2,area,AR2020,,,,"1/1.8""",19.66,5120.0,3840.0,1.4,1.4,rolling,5.9,,,,,,C-mount,GigE,,Mono 8/10/10 Packed/12/12 Packed,CMOS,100,,,
Hikrobot	MV-CU200-20GC V2,area,AR2020,,,,"1/1.8""",19.66,5120.0,3840.0,1.4,1.4,rolling,5.9,,,,,,C-mount,GigE,,Bayer GR 8/10/10 Packed/12/12 Packed,CMOS,100,,,
Hikrobot	MV-CU004-10GM V2,area,IMX297,Sony,,,"1/2.9""",0.39,720.0,540.0,6.9,6.9,global,126.5,,Mono,,,Mono,C-mount,GigE,,Mono 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CU004-10GC V2,area,IMX297,Sony,,,"1/2.9""",0.39,720.0,540.0,6.9,6.9,global,126.5,,Color,,,Color,C-mount,GigE,,Bayer RG 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CU013-80GC V2,area,,,,,"1/2.7""",1.31,1280.0,1024.0,4.0,4.0,global,89.9,,Color,,,Color,C-mount,GigE,,Bayer BG 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CU013-80GM V2,area,,,,,"1/2.7""",1.31,1280.0,1024.0,4.0,4.0,global,89.9,,Mono,,,Mono,C-mount,GigE,,Mono 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CU013-A0GC V2,area,,,,,"1/2""",1.31,1280.0,1024.0,4.8,4.8,global,90.2,,Color,,,Color,C-mount,GigE,,Bayer GB 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CU013-A0GM V2,area,,,,,"1/2""",1.31,1280.0,1024.0,4.8,4.8,global,90.2,,Mono,,,Mono,C-mount,GigE,,Mono 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CU016-10GM V2,area,IMX296,Sony,,,"1/2.9""",1.56,1440.0,1080.0,3.45,3.45,global,65.8,,Mono,,,Mono,C-mount,GigE,,Mono 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CU016-10GC V2,area,IMX296,Sony,,,"1/2.9""",1.56,1440.0,1080.0,3.45,3.45,global,65.8,,Color,,,Color,C-mount,GigE,,Bayer RG 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CU020-80GM V2,area,,,,,"1/2.6""",1.92,1600.0,1200.0,3.45,3.45,global,53.5,,,,,,C-mount,GigE,,Mono 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CU020-80GC V2,area,,,,,"1/2.6""",1.92,1600.0,1200.0,3.45,3.45,global,53.5,,,,,,C-mount,GigE,,Bayer GB 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CU050-30GC V2,area,AR0521,,,,"1/2.5""",5.04,2592.0,1944.0,2.2,2.2,rolling,24.0,,Color,,,Color,C-mount,GigE,,Bayer GR 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CU050-30GM V2,area,AR0521,,,,"1/2.5""",5.04,2592.0,1944.0,2.2,2.2,rolling,24.0,,Mono,,,Mono,C-mount,GigE,,Mono 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CU060-10GM V2,area,IMX178,Sony,,,"1/1.8""",6.29,3072.0,2048.0,2.4,2.4,rolling,19.1,,Mono,,,Mono,C-mount,GigE,,Mono 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CU060-10GC V2,area,IMX178,Sony,,,"1/1.8""",6.29,3072.0,2048.0,2.4,2.4,rolling,19.1,,Color,,,Color,C-mount,GigE,,Bayer RG 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CU060-60GM V2,area,,,,,"1/2.4""",6.22,3200.0,1944.0,2.0,2.0,rolling,19.0,,Mono,,,Mono,C-mount,GigE,,Mono 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CU060-60GC V2,area,,,,,"1/2.4""",6.22,3200.0,1944.0,2.0,2.0,rolling,19.0,,Color,,,Color,C-mount,GigE,,Bayer BG 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CU120-10GM V2,area,IMX226,Sony,,,"1/1.7""",12.22,4024.0,3036.0,1.85,1.85,rolling,9.7,,Mono,,,Mono,C-mount,GigE,,Mono 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CU120-10GC V2,area,IMX226,Sony,,,"1/1.7""",12.22,4024.0,3036.0,1.85,1.85,rolling,9.7,,Color,,,Color,C-mount,GigE,,Bayer RG 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CH040-A0CM,area,,,,,"1""",4.19,2048.0,2048.0,5.5,5.5,global,180.0,,Mono,,,Mono,C-mount,Camera Link,,Mono 8/10/12,CMOS,100,44,29,59
Hikrobot	MV-CH050-10UM,area,IMX250,Sony,,,"2/3""",5.01,2448.0,2048.0,3.45,3.45,global,74.1,,Mono,,,Mono,C-mount,"USB3, USB2",,Mono 8/10/10Packed/12/12Packed,CMOS,80,29,29,30
Hikrobot	MV-CH050-10UC,area,IMX250,Sony,,,"2/3""",5.01,2448.0,2048.0,3.45,3.45,global,74.1,,Color,,,Color,C-mount,"USB3, USB2",,"Mono 8/10/12, , Bayer RG 8/10//10Packed/12/12Packed, , YUV422Packed, YUV422_YUYV_Packed,, RGB 8, BGR 8",CMOS,80,29,29,30
Hikrobot	MV-CH050-10CM,area,IMX250,Sony,,,"2/3""",4.98,2432.0,2048.0,3.45,3.45,global,140.0,,Mono,,,Mono,C-mount,Camera Link,,Mono 8/10/12,CMOS,100,44,29,59
Hikrobot	MV-CH050-10CC,area,IMX250,Sony,,,"2/3""",4.98,2432.0,2048.0,3.45,3.45,global,140.0,,Color,,,Color,C-mount,Camera Link,,"Bayer RG 8/10/12, RGB 8",CMOS,100,44,29,59
Hikrobot	MV-CH050-60UM,area,,,,,"2/3""",5.01,2448.0,2048.0,3.45,3.45,global,79.0,,Mono,,,Mono,C-mount,"USB3, USB2",,Mono 8/10/10Packed/12/12Packed,CMOS,80,29,29,30
Hikrobot	MV-CH050-60NM,area,,,,,"2/3""",5.01,2448.0,2048.0,3.45,3.45,global,60.0,,,,,,C-mount,"2.5GigE, GigE",,Mono 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CH050-60NC,area,,,,,"2/3""",5.01,2448.0,2048.0,3.45,3.45,global,60.0,,,,,,C-mount,"2.5GigE, GigE",,"Mono 8/10/12,, Bayer GR 8/10/10Packed/12/12Packed, YUV422Packed, YUV422_YUYV_Packed,, RGB 8, BGR 8",CMOS,100,29,29,42
Hikrobot	MV-CH050-60UC,area,,,,,"2/3""",5.01,2448.0,2048.0,3.45,3.45,global,79.0,,Color,,,Color,C-mount,"USB3, USB2",,"Mono 8/10/12,, Bayer GR 8/10/10Packed/12/12Packed, YUV422Packed, YUV422_YUYV_Packed,, RGB 8, BGR 8",CMOS,80,29,29,30
Hikrobot	MV-CH050-90XM-C-NN,area,GMAX2505,Gpixel,,,"1/2""",5.6,2592.0,2160.0,2.5,2.5,global,213.0,,Mono,,,Mono,C-mount,CoaXPress,,Mono 8/12,CMOS,220,50,50,45
Hikrobot	MV-CH050-90XC-C-NN,area,GMAX2505,Gpixel,,,"1/2""",5.6,2592.0,2160.0,2.5,2.5,global,213.0,,Color,,,Color,C-mount,CoaXPress,,"Mono 8, Bayer BG 8/12, YUV 422 Packed",CMOS,220,50,50,45
Hikrobot	MV-CH050-90Y1M-NN,area,GMAX3405,Gpixel,,,"2/3""",5.01,2448.0,2048.0,3.4,3.4,global,164.0,,Mono,,,Mono,C-mount,CoaXPress,,Mono 8/10/12,CMOS,90,29,29,42
Hikrobot	MV-CH050-90Y1C-NN,area,GMAX3405,Gpixel,,,"2/3""",5.01,2448.0,2048.0,3.4,3.4,global,164.0,,Color,,,Color,C-mount,CoaXPress,,Bayer GB 8/10/12,CMOS,90,29,29,42
Hikrobot	MV-CH050-90TM-C-NF,area,GMAX3405,Gpixel,,,"2/3""",5.01,2448.0,2048.0,3.4,3.4,global,163.4,,Mono,,,Mono,C-mount,"10GigE, GigE",,Mono 8/10/10Packed/12/12Packed,CMOS,212,50,45,68.6
Hikrobot	MV-CH050-90TC-C-NF,area,GMAX3405,Gpixel,,,"2/3""",5.01,2448.0,2048.0,3.4,3.4,global,163.4,,Color,,,Color,C-mount,"10GigE, GigE",,Bayer GB 8/10/10Packed/12/12Packed,CMOS,212,50,45,68.6
Hikrobot	MV-CH089-10GM,area,IMX267,Sony,,,"1""",8.85,4096.0,2160.0,3.45,3.45,global,13.7,,Mono,,,Mono,C-mount,GigE,,Mono 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CH089-10GC,area,IMX267,Sony,,,"1""",8.85,4096.0,2160.0,3.45,3.45,global,13.7,,Color,,,Color,C-mount,GigE,,"Mono 8/10/12,, Bayer RG 8/10/10Packed/12/12Packed,, YUV422Packed, YUV422_YUYV_Packed,, RGB 8, BGR 8",CMOS,100,29,29,42
Hikrobot	MV-CH089-10UM,area,IMX267,Sony,,,"1""",8.85,4096.0,2160.0,3.45,3.45,global,32.0,,,,,,C-mount,"USB3, USB2",,Mono 8/10/10p/12/12p,CMOS,100,44,29,59
Hikrobot	MV-CH089-10UC,area,IMX267,Sony,,,"1""",8.85,4096.0,2160.0,3.45,3.45,global,32.0,,,,,,C-mount,"USB3, USB2",,"Mono 8/10/12, Bayer RG 8/10/10p/12/12p, YUV422Packed, YUV422_YUYV_Packed, RGB 8, BGR 8",CMOS,100,44,29,59
Hikrobot	MV-CH089-60GM V5,area,,,,,"1""",8.85,4096.0,2160.0,3.45,3.45,global,13.9,,,,,,C-mount,GigE,,Mono 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CH089-60GC V5,area,,,,,"1""",8.85,4096.0,2160.0,3.45,3.45,global,13.9,,,,,,C-mount,GigE,,"Mono 8, Bayer GB 8/10/10Packed/12/12Packed, YUV422Packed, YUV422_YUYV_Packed, RGB 8, BGR 8",CMOS,100,29,29,42
Hikrobot	MV-CH100-60GM,area,,,,,"1""",10.08,4096.0,2460.0,3.45,3.45,global,11.6,,Mono,,,Mono,C-mount,GigE,,Mono 8/10/10Packed/12/12Packed,CMOS,92,29,44,59
Hikrobot	MV-CH100-60GC,area,,,,,"1""",10.08,4096.0,2460.0,3.45,3.45,global,11.6,,Color,,,Color,C-mount,GigE,,"Mono 8/10/12, , Bayer GR 8/10/10Packed/12/12Packed, YUV422Packed, YUV422_YUYV_Packed,, RGB 8, BGR 8",CMOS,92,29,44,59
Hikrobot	MV-CH100-60UM,area,,,,,"1""",10.08,4096.0,2460.0,3.45,3.45,global,36.0,,Mono,,,Mono,C-mount,"USB3, USB2",,Mono 8/10/10Packed/12/12Packed,CMOS,113,29,44,59
Hikrobot	MV-CH100-60UC,area,,,,,"1""",10.08,4096.0,2460.0,3.45,3.45,global,36.0,,Color,,,Color,C-mount,"USB3, USB2",,"Mono 8/10/12, , Bayer GR 8/10/10Packed/12/12Packed, YUV422Packed, YUV422_YUYV_Packed,, RGB 8, BGR 8",CMOS,113,29,44,59
Hikrobot	MV-CH120-10GM(EoL),area,IMX304,Sony,,,"1.1""",12.29,4096.0,3000.0,3.45,3.45,global,9.4,,,,,,C-mount,GigE,,Mono 8/10/10p/12/12p,CMOS,140,44,29,59
Hikrobot	MV-CH120-10GC(EoL),area,IMX304,Sony,,,"1.1""",12.29,4096.0,3000.0,3.45,3.45,global,9.4,,,,,,C-mount,GigE,,"Mono 8/10/12, Bayer GR 8/10/10p/12/12p, YUV422Packed, YUV422_YUYV_Packed, RGB 8, BGR 8",CMOS,140,44,29,59
Hikrobot	MV-CH120-10UM(EoL),area,IMX304,Sony,,,"1.1""",12.29,4096.0,3000.0,3.45,3.45,global,23.1,,,,,,C-mount,"USB3, USB2",,Mono 8/10/10p/12/12p,CMOS,100,44,29,59
Hikrobot	MV-CH120-10UC(EoL),area,IMX304,Sony,,,"1.1""",12.29,4096.0,3000.0,3.45,3.45,global,23.1,,,,,,C-mount,"USB3, USB2",,"Mono 8/10/12, Bayer GB 8/10/10p/12/12p, YUV422Packed, YUV422_YUYV_Packed, RGB 8, BGR 8",CMOS,100,44,29,59
Hikrobot	MV-CH120-10GM,area,IMX304,Sony,,,"1.1""",12.29,4096.0,3000.0,3.45,3.45,global,9.9,,,,,,C-mount,GigE,,Mono 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CH120-10GC,area,IMX304,Sony,,,"1.1""",12.29,4096.0,3000.0,3.45,3.45,global,9.9,,,,,,C-mount,GigE,,"Mono 8/10/12, , Bayer RG 8/10/10Packed /12/12Packed, YUV422Packed, YUV422_YUYV_Packed,, RGB 8, BGR 8",CMOS,100,29,29,42
Hikrobot	MV-CH120-10UM,area,IMX304,Sony,,,"1.1”""",12.29,4096.0,3000.0,3.45,3.45,global,30.5,,Mono,,,Mono,C-mount,"USB3, USB2",,Mono 8/10/10Packed/12/12Packed,CMOS,80,29,29,30
Hikrobot	MV-CH120-10UC,area,IMX304,Sony,,,"1.1”""",12.29,4096.0,3000.0,3.45,3.45,global,30.5,,Color,,,Color,C-mount,"USB3, USB2",,"Mono 8/10/12, , Bayer RG 8/10/10Packed/12/12Packed, YUV422Packed, YUV422_YUYV_Packed,, RGB 8, BGR 8",CMOS,80,29,29,30
Hikrobot	MV-CH120-60GM,area,,,,,"1.1""",12.29,4096.0,3000.0,3.45,3.45,global,9.5,,Mono,,,Mono,C-mount,GigE,,Mono 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CH120-60GC,area,,,,,"1.1""",12.29,4096.0,3000.0,3.45,3.45,global,9.5,,Color,,,Color,C-mount,GigE,,"Mono 8/10/12, Bayer GB 8/10/10Packed/12/12Packed, YUV422Packed, YUV422_YUYV_Packed, RGB 8, BGR 8",CMOS,100,29,29,42
Hikrobot	MV-CH120-60UM,area,,,,,"1.1""",12.29,4096.0,3000.0,3.45,3.45,global,30.7,,Mono,,,Mono,C-mount,"USB3, USB2",,Mono 8/10/10Packed/12/12Packed,CMOS,80,29,29,30
Hikrobot	MV-CH120-60UC,area,,,,,"1.1""",12.29,4096.0,3000.0,3.45,3.45,global,30.7,,Color,,,Color,C-mount,"USB3, USB2",,"Mono 8/10/12, Bayer GB 8/10/10Packed /12/12Packed, YUV422Packed, YUV422_YUYV_Packed,, RGB 8, BGR 8",CMOS,80,29,29,30
Hikrobot	MV-CH120-15TM-M58S-NF,area,IMX253,Sony,,,"1.1""",12.29,4096.0,3000.0,3.45,3.45,global,68.3,,Mono,,,Mono,M58x0.75,"10GigE, GigE",,Mono 8/10/10Packed/12/12Packed,CMOS,550,74,74,72.4
