brand,model_name,subcategory,Product Model,Camera Type,Resolutions,Color / Monochrome,Effective Pixels,Frame Rate,Interface,Protocol,Power Supply,Power Consumptions,Operational Temperature,Storage Temperature,Image Sensor,Shutter Type,Optical Size,Cell Size,Dimensions,Weight,Lens Mount,Optical Filter,Interface Connector,Power / Signal Connector,Scanning Mode,Operational Mode,Image Pixel Format,Exposure Time,Analog Gain,Digital Gain,Gamma,Binning,Decimation,Image Flip,Defective Pixel Correction,Save User Settings,White Balance,FFC (Flat Filed Correction) Function,Auto Control Function,Chunk Function,Event Function,PTP Function (IEEE1588),Line Rate
Sentech,stc-bcs43poe-bl,GigE Vision Board Area Cameras,STC-BCS43POE-BL,Area Camera,0.4MP,Color,720 (H) x 540 (V),282.8 fps,PoE: IEEE802.3af CLASS2 (1000BASE-T),GigE Vision 2.1,Power Over Ethernet (PoE) (IEEE802.3af),Less than 5.1 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +68 deg. C (Temperature sensor on camera),Lower limit: -20 deg. C (Environmental temperature) Upper limit: +70 deg. C (Environmental temperature),SONY IMX287,Global Shutter,"1/2.9""",6.90 (H) x 6.90 (V) µm,38 (W) x 38 (H) x 35.0 (D) mm,Approximately 48 g,S Mount,IR cut filter on it,RJ45 connector x 1,SM06B-SRSS (JST) x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed BayerRG8 / BayerRG10 / BayerRG12 / BayerRG10Packed / BayerRG12Packed RGB8,1 µs to 16.777 seconds,0 to 20.8 dB,x1 to x3,0.1 to 4.0,,,Vertical flip / Horizontal flip / Vertical and horizontal flip / Off,"Up to 2,048 pixels",Support (Eight settings),Auto exposure / Auto gain,,Auto / Manual / Push to set white balance,Support,Support,Support,
Sentech,stc-bbs43ge-bc,GigE Vision Board Area Cameras,STC-BBS43GE-BC,Area Camera,0.4MP,Monochrome,720 (H) x 540 (V),282.8 fps,IEEE802.3ab (1000BASE-T),GigE Vision 2.1,External power (+10.8 to +26.4 Vdc),Less than 3.8 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +67 deg. C (Temperature sensor on camera),Lower limit: -20 deg. C (Environmental temperature) Upper limit: +70 deg. C (Environmental temperature),SONY IMX287,Global Shutter,"1/2.9""",6.90 (H) x 6.90 (V) µm,38 (W) x 38 (H) x 40.1 (D) mm,Approximately 49 g,C Mount,No optical filter,RJ45 connector x 1,SM06B-SRSS (JST) x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,1 µs to 16.777 seconds,0 to 20.8 dB,x1 to x3,0.1 to 4.0,,,Vertical flip / Horizontal flip / Vertical and horizontal flip / Off,"Up to 2,048 pixels",Support (Eight settings),,,Auto exposure / Auto gain,Support,Support,Support,
Sentech,stc-bcs43ge-bc,GigE Vision Board Area Cameras,STC-BCS43GE-BC,Area Camera,0.4MP,Color,720 (H) x 540 (V),282.8 fps,IEEE802.3ab (1000BASE-T),GigE Vision 2.1,External power (+10.8 to +26.4 Vdc),Less than 3.8 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +67 deg. C (Temperature sensor on camera),Lower limit: -20 deg. C (Environmental temperature) Upper limit: +70 deg. C (Environmental temperature),SONY IMX287,Global Shutter,"1/2.9""",6.90 (H) x 6.90 (V) µm,38 (W) x 38 (H) x 40.4 (D) mm,Approximately 49 g,C Mount,IR cut filter on it,RJ45 connector x 1,SM06B-SRSS (JST) x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed BayerRG8 / BayerRG10 / BayerRG12 / BayerRG10Packed / BayerRG12Packed RGB8,1 µs to 16.777 seconds,0 to 20.8 dB,x1 to x3,0.1 to 4.0,,,Vertical flip / Horizontal flip / Vertical and horizontal flip / Off,"Up to 2,048 pixels",Support (Eight settings),Auto exposure / Auto gain,,Auto / Manual / Push to set white balance,Support,Support,Support,
Sentech,stc-bbs43ge-bl,GigE Vision Board Area Cameras,STC-BBS43GE-BL,Area Camera,0.4MP,Monochrome,720 (H) x 540 (V),282.8 fps,IEEE802.3ab (1000BASE-T),GigE Vision 2.1,External power (+10.8 to +26.4 Vdc),Less than 3.8 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +68 deg. C (Temperature sensor on camera),Lower limit: -20 deg. C (Environmental temperature) Upper limit: +70 deg. C (Environmental temperature),SONY IMX287,Global Shutter,"1/2.9""",6.90 (H) x 6.90 (V) µm,38 (W) x 38 (H) x 34.7 (D) mm,Approximately 48 g,S Mount,No optical filter,RJ45 connector x 1,SM06B-SRSS (JST) x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,1 µs to 16.777 seconds,0 to 20.8 dB,x1 to x3,0.1 to 4.0,,,Vertical flip / Horizontal flip / Vertical and horizontal flip / Off,"Up to 2,048 pixels",Support (Eight settings),,,Auto exposure / Auto gain,Support,Support,Support,
Sentech,stc-bcs43ge-bl,GigE Vision Board Area Cameras,STC-BCS43GE-BL,Area Camera,0.4MP,Color,720 (H) x 540 (V),282.8 fps,IEEE802.3ab (1000BASE-T),GigE Vision 2.1,External power (+10.8 to +26.4 Vdc),Less than 3.8 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +68 deg. C (Temperature sensor on camera),Lower limit: -20 deg. C (Environmental temperature) Upper limit: +70 deg. C (Environmental temperature),SONY IMX287,Global Shutter,"1/2.9""",6.90 (H) x 6.90 (V) µm,38 (W) x 38 (H) x 35.0 (D) mm,Approximately 48 g,S Mount,IR cut filter on it,RJ45 connector x 1,SM06B-SRSS (JST) x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed BayerRG8 / BayerRG10 / BayerRG12 / BayerRG10Packed / BayerRG12Packed RGB8,1 µs to 16.777 seconds,0 to 20.8 dB,x1 to x3,0.1 to 4.0,,,Vertical flip / Horizontal flip / Vertical and horizontal flip / Off,"Up to 2,048 pixels",Support (Eight settings),Auto exposure / Auto gain,,Auto / Manual / Push to set white balance,Support,Support,Support,
Sentech,stc-bbs163poe-bc,GigE Vision Board Area Cameras,STC-BBS163POE-BC,Area Camera,1.6MP,Monochrome,"1,440 (H) x 1,088 (V)",70.7 fps,PoE: IEEE802.3af CLASS2 (1000BASE-T),GigE Vision 2.1,Power Over Ethernet (PoE) (IEEE802.3af),Less than 5.1 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +67 deg. C (Temperature sensor on camera),Lower limit: -20 deg. C (Environmental temperature) Upper limit: +70 deg. C (Environmental temperature),SONY IMX273,Global Shutter,"1/2.9""",3.45 (H) x 3.45 (V) µm,38 (W) x 38 (H) x 40.1 (D) mm,Approximately 48 g,C Mount,No optical filter,RJ45 connector x 1,SM06B-SRSS (JST) x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,1 µs to 16.777 seconds,0 to 20.8 dB,x1 to x3,0.1 to 4.0,x2 horizontal and vertical simultaneously / Off,x2 horizontal and vertical / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip / Off,"Up to 2,048 pixels",Support (Eight settings),,,Auto exposure / Auto gain,Support,Support,Support,
Sentech,stc-bcs163poe-bc,GigE Vision Board Area Cameras,STC-BCS163POE-BC,Area Camera,1.6MP,Color,"1,440 (H) x 1,088 (V)",70.7 fps,IEEE802.3ab (1000BASE-T),GigE Vision 2.1,External power (+10.8 to +26.4 Vdc),Less than 3.9 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +67 deg. C (Temperature sensor on camera),Lower limit: -20 deg. C (Environmental temperature) Upper limit: +70 deg. C (Environmental temperature),SONY IMX273,Global Shutter,"1/2.9""",3.45 (H) x 3.45 (V) µm,38 (W) x 38 (H) x 40.4 (D) mm,Approximately 48 g,C Mount,IR cut filter on it,RJ45 connector x 1,SM06B-SRSS (JST) x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed BayerRG8 / BayerRG10 / BayerRG12 / BayerRG10Packed / BayerRG12Packed RGB8,1 µs to 16.777 seconds,0 to 20.8 dB,x1 to x3,0.1 to 4.0,,x2 horizontal and vertical / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip / Off,"Up to 2,048 pixels",Support (Eight settings),Auto exposure / Auto gain,,Auto / Manual / Push to set white balance,Support,Support,Support,
Sentech,stc-bbs163poe-bl,GigE Vision Board Area Cameras,STC-BBS163POE-BL,Area Camera,1.6MP,Monochrome,"1,440 (H) x 1,088 (V)",70.7 fps,PoE: IEEE802.3af CLASS2 (1000BASE-T),GigE Vision 2.1,Power Over Ethernet (PoE) (IEEE802.3af),Less than 5.1 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +68 deg. C (Temperature sensor on camera),Lower limit: -20 deg. C (Environmental temperature) Upper limit: +70 deg. C (Environmental temperature),SONY IMX273,Global Shutter,"1/2.9""",3.45 (H) x 3.45 (V) µm,38 (W) x 38 (H) x 34.7 (D) mm,Approximately 47 g,S Mount,No optical filter,RJ45 connector x 1,SM06B-SRSS (JST) x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,1 µsecond to 16.777 seconds,0 to 20.8 dB,x1 to x3,0.1 to 4.0,x2 horizontal and vertical simultaneously / Off,x2 horizontal and vertical / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip/ Off,"Up to 2,048 pixels",Support (Eight settings),,,Auto exposure / Auto gain,Support,Support,Support,
Sentech,stc-bcs163poe-bl,GigE Vision Board Area Cameras,STC-BCS163POE-BL,Area Camera,1.6MP,Color,"1,440 (H) x 1,088 (V)",70.7 fps,PoE: IEEE802.3af CLASS2 (1000BASE-T),GigE Vision 2.1,Power Over Ethernet (PoE) (IEEE802.3af),Less than 5.1 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +68 deg. C (Temperature sensor on camera),Lower limit: -20 deg. C (Environmental temperature) Upper limit: +70 deg. C (Environmental temperature),SONY IMX273,Global Shutter,"1/2.9""",3.45 (H) x 3.45 (V) µm,38 (W) x 38 (H) x 35.0 (D) mm,Approximately 47 g,S Mount,No optical filter,RJ45 connector x 1,SM06B-SRSS (JST) x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed BayerRG8 / BayerRG10 / BayerRG12 / BayerRG10Packed / BayerRG12Packed RGB8,1 µsecond to 16.777 seconds,0 to 20.8 dB,x1 to x3,0.1 to 4.0,,x2 horizontal and vertical / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip/ Off,"Up to 2,048 pixels",Support (Eight settings),Auto exposure / Auto gain,,Auto exposure / Auto gain / Auto white balance,Support,Support,Support,
Sentech,stc-bbs163ge-bc,GigE Vision Board Area Cameras,STC-BBS163GE-BC,Area Camera,1.6MP,Monochrome,"1,440 (H) x 1,088 (V)",70.7 fps,IEEE802.3ab (1000BASE-T),GigE Vision 2.1,External power (+10.8 to +26.4 Vdc),Less than 3.9 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +67 deg. C (Temperature sensor on camera),Lower limit: -20 deg. C (Environmental temperature) Upper limit: +70 deg. C (Environmental temperature),SONY IMX273,Global Shutter,"1/2.9""",3.45 (H) x 3.45 (V) µm,38 (W) x 38 (H) x 40.1 (D) mm,Approximately 48 g,C Mount,No optical filter,RJ45 connector x 1,SM06B-SRSS (JST) x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,1 µs to 16.777 seconds,0 to 20.8 dB,x1 to x3,0.1 to 4.0,x2 horizontal and vertical simultaneously / Off,x2 horizontal and vertical / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip / Off,"Up to 2,048 pixels",Support (Eight settings),,,Auto exposure / Auto gain,Support,Support,Support,
Sentech,stc-bcs163ge-bc,GigE Vision Board Area Cameras,STC-BCS163GE-BC,Area Camera,1.6MP,Color,"1,440 (H) x 1,088 (V)",70.7 fps,IEEE802.3ab (1000BASE-T),GigE Vision 2.1,External power (+10.8 to +26.4 Vdc),Less than 3.9 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +67 deg. C (Temperature sensor on camera),Lower limit: -20 deg. C (Environmental temperature) Upper limit: +70 deg. C (Environmental temperature),SONY IMX273,Global Shutter,"1/2.9""",3.45 (H) x 3.45 (V) µm,38 (W) x 38 (H) x 40.4 (D) mm,Approximately 48 g,C Mount,IR cut filter on it,RJ45 connector x 1,SM06B-SRSS (JST) x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed BayerRG8 / BayerRG10 / BayerRG12 / BayerRG10Packed / BayerRG12Packed RGB8,1 µs to 16.777 seconds,0 to 20.8 dB,x1 to x3,0.1 to 4.0,,x2 horizontal and vertical / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip / Off,"Up to 2,048 pixels",Support (Eight settings),Auto exposure / Auto gain,,Auto / Manual / Push to set white balance,Support,Support,Support,
Sentech,stc-bbs163ge-bl,GigE Vision Board Area Cameras,STC-BBS163GE-BL,Area Camera,1.6MP,Monochrome,"1,440 (H) x 1,088 (V)",70.7 fps,IEEE802.3ab (1000BASE-T),GigE Vision 2.1,External power (+10.8 to +26.4 Vdc),Less than 3.9 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +68 deg. C (Temperature sensor on camera),Lower limit: -20 deg. C (Environmental temperature) Upper limit: +70 deg. C (Environmental temperature),SONY IMX273,Global Shutter,"1/2.9""",3.45 (H) x 3.45 (V) µm,38 (W) x 38 (H) x 34.7 (D) mm,Approximately 47 g,S Mount,No optical filter,RJ45 connector x 1,SM06B-SRSS (JST) x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,1 µsecond to 16.777 seconds,0 to 20.8 dB,x1 to x3,0.1 to 4.0,x2 horizontal and vertical simultaneously / Off,x2 horizontal and vertical / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip/ Off,"Up to 2,048 pixels",Support (Eight settings),,,Auto exposure / Auto gain,Support,Support,Support,
Sentech,stc-bcs163ge-bl,GigE Vision Board Area Cameras,STC-BCS163GE-BL,Area Camera,1.6MP,Color,"1,440 (H) x 1,088 (V)",70.7 fps,IEEE802.3ab (1000BASE-T),GigE Vision 2.1,External power (+10.8 to +26.4 Vdc),Less than 3.9 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +68 deg. C (Temperature sensor on camera),Lower limit: -20 deg. C (Environmental temperature) Upper limit: +70 deg. C (Environmental temperature),SONY IMX273,Global Shutter,"1/2.9""",3.45 (H) x 3.45 (V) µm,38 (W) x 38 (H) x 35.0 (D) mm,Approximately 47 g,S Mount,No optical filter,RJ45 connector x 1,SM06B-SRSS (JST) x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed BayerRG8 / BayerRG10 / BayerRG12 / BayerRG10Packed / BayerRG12Packed RGB8,1 µsecond to 16.777 seconds,0 to 20.8 dB,x1 to x3,0.1 to 4.0,,x2 horizontal and vertical / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip/ Off,"Up to 2,048 pixels",Support (Eight settings),Auto exposure / Auto gain,,Auto exposure / Auto gain / Auto white balance,Support,Support,Support,
Sentech,stc-bbs202poe-bc,GigE Vision Board Area Cameras,STC-BBS202POE-BC,Area Camera,2MP,Monochrome,"1,624 (H) x 1,240 (V)",54.6 fps,PoE: IEEE802.3af CLASS2 (1000BASE-T),GigE Vision 2.1,Power Over Ethernet (PoE) (IEEE802.3af),Less than 5.6 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +66 deg. C (Temperature sensor on camera),Lower limit: -20 deg. C (Environmental temperature) Upper limit: +70 deg. C (Environmental temperature),SONY IMX430,Global Shutter,"1/1.7""",4.5 (H) x 4.5 (V) µm,38 (W) x 38 (H) x 40 (D) mm,Approximately 49 g,C Mount,No optical filter,RJ45 connector x 1,SM06B-SRSS (JST) x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,1 µsecond to 16.777 seconds,0 to 20.8 dB,x1 to x3,0.1 to 4.0,x2 horizontal and vertical simultaneously / Off,x2 horizontal and vertical / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip/ Off,"Up to 2,048 pixels",Support (Eight settings),,,Auto exposure / Auto gain,Support,Support,Support,
Sentech,stc-bcs202poe-bc,GigE Vision Board Area Cameras,STC-BCS202POE-BC,Area Camera,2MP,Color,"1,624 (H) x 1,240 (V)",54.6 fps,PoE: IEEE802.3af CLASS2 (1000BASE-T),GigE Vision 2.1,Power Over Ethernet (PoE) (IEEE802.3af),Less than 5.6 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +66 deg. C (Temperature sensor on camera),Lower limit: -20 deg. C (Environmental temperature) Upper limit: +70 deg. C (Environmental temperature),SONY IMX430,Global Shutter,"1/1.7""",4.5 (H) x 4.5 (V) µm,38 (W) x 38 (H) x 40.3 (D) mm,Approximately 49 g,C Mount,No optical filter,RJ45 connector x 1,SM06B-SRSS (JST) x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed BayerRG8 / BayerRG10 / BayerRG12 / BayerRG10Packed / BayerRG12Packed RGB8,1 µsecond to 16.777 seconds,0 to 20.8 dB,x1 to x3,0.1 to 4.0,,x2 horizontal and vertical / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip/ Off,"Up to 2,048 pixels",Support (Eight settings),Auto exposure / Auto gain,,Auto exposure / Auto gain / Auto white balance,Support,Support,Support,
Sentech,stc-bbs202poe-bl,GigE Vision Board Area Cameras,STC-BBS202POE-BL,Area Camera,2MP,Monochrome,"1,624 (H) x 1,240 (V)",54.6 fps,PoE: IEEE802.3af CLASS2 (1000BASE-T),GigE Vision 2.1,Power Over Ethernet (PoE) (IEEE802.3af),Less than 5.6 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +66 deg. C (Temperature sensor on camera),Lower limit: -20 deg. C (Environmental temperature) Upper limit: +70 deg. C (Environmental temperature),SONY IMX430,Global Shutter,"1/1.7""",4.5 (H) x 4.5 (V) μm,38 (W) x 38 (H) x 34.6 (D) mm,Approximately 48 g,S Mount,IR cut filter on it,RJ45 connector x 1,SM06B-SRSS (JST) x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,1 µs to 16.777 seconds,0 to 20.8 dB,x1 to x3,0.1 to 4.0,x2 horizontal and vertical simultaneously / Off,x2 horizontal and vertical / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip / Off,"Up to 2,048 pixels",Support (Eight settings),,,Auto exposure / Auto gain,Support,Support,Support,
Sentech,stc-bcs202poe-bl,GigE Vision Board Area Cameras,STC-BCS202POE-BL,Area Camera,2MP,Color,"1,624 (H) x 1,240 (V)",54.6 fps,PoE: IEEE802.3af CLASS2 (1000BASE-T),GigE Vision 2.1,Power Over Ethernet (PoE) (IEEE802.3af),Less than 5.6 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +66 deg. C (Temperature sensor on camera),Lower limit: -20 deg. C (Environmental temperature) Upper limit: +70 deg. C (Environmental temperature),SONY IMX430,Global Shutter,"1/1.7""",4.5 (H) x 4.5 (V) μm,38 (W) x 38 (H) x 34.9 (D) mm,Approximately 48 g,S Mount,IR cut filter on it,RJ45 connector x 1,SM06B-SRSS (JST) x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed BayerRG8 / BayerRG10 / BayerRG12 / BayerRG10Packed / BayerRG12Packed RGB8,1 µs to 16.777 seconds,0 to 20.8 dB,x1 to x3,0.1 to 4.0,,x2 horizontal and vertical / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip / Off,"Up to 2,048 pixels",Support (Eight settings),Auto exposure / Auto gain,,Auto / Manual / Push to set white balance,Support,Support,Support,
Sentech,stc-bbs202ge-bc,GigE Vision Board Area Cameras,STC-BBS202GE-BC,Area Camera,2MP,Monochrome,"1,624 (H) x 1,240 (V)",54.6 fps,IEEE802.3ab (1000BASE-T),GigE Vision 2.1,External power (+10.8 to +26.4 Vdc),Less than 4.1 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +66 deg. C (Temperature sensor on camera),Lower limit: -20 deg. C (Environmental temperature) Upper limit: +70 deg. C (Environmental temperature),SONY IMX430,Global Shutter,"1/1.7""",4.5 (H) x 4.5 (V) µm,38 (W) x 38 (H) x 40 (D) mm,Approximately 49 g,C Mount,No optical filter,RJ45 connector x 1,SM06B-SRSS (JST) x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,1 µsecond to 16.777 seconds,0 to 20.8 dB,x1 to x3,0.1 to 4.0,x2 horizontal and vertical simultaneously / Off,x2 horizontal and vertical / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip/ Off,"Up to 2,048 pixels",Support (Eight settings),,,Auto exposure / Auto gain,Support,Support,Support,
Sentech,stc-bcs202ge-bc,GigE Vision Board Area Cameras,STC-BCS202GE-BC,Area Camera,2MP,Color,"1,624 (H) x 1,240 (V)",54.6 fps,IEEE802.3ab (1000BASE-T),GigE Vision 2.1,External power (+10.8 to +26.4 Vdc),Less than 4.1 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +66 deg. C (Temperature sensor on camera),Lower limit: -20 deg. C (Environmental temperature) Upper limit: +70 deg. C (Environmental temperature),SONY IMX430,Global Shutter,"1/1.7""",4.5 (H) x 4.5 (V) µm,38 (W) x 38 (H) x 40.3 (D) mm,Approximately 49 g,C Mount,No optical filter,RJ45 connector x 1,SM06B-SRSS (JST) x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed BayerRG8 / BayerRG10 / BayerRG12 / BayerRG10Packed / BayerRG12Packed RGB8,1 µsecond to 16.777 seconds,0 to 20.8 dB,x1 to x3,0.1 to 4.0,,x2 horizontal and vertical / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip/ Off,"Up to 2,048 pixels",Support (Eight settings),Auto exposure / Auto gain,,Auto exposure / Auto gain / Auto white balance,Support,Support,Support,
Sentech,stc-bbs202ge-bl,GigE Vision Board Area Cameras,STC-BBS202GE-BL,Area Camera,2MP,Monochrome,"1,624 (H) x 1,240 (V)",54.6 fps,IEEE802.3ab (1000BASE-T),GigE Vision 2.1,External power (+10.8 to +26.4 Vdc),Less than 4.1 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +66 deg. C (Temperature sensor on camera),Lower limit: -20 deg. C (Environmental temperature) Upper limit: +70 deg. C (Environmental temperature),SONY IMX430,Global Shutter,"1/1.7""",4.5 (H) x 4.5 (V) µm,38 (W) x 38 (H) x 34.6 (D) mm,Approximately 48 g,S Mount,IR cut filter on it,RJ45 connector x 1,SM06B-SRSS (JST) x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,1 µsecond to 16.777 seconds,0 to 20.8 dB,x1 to x3,0.1 to 4.0,x2 horizontal and vertical simultaneously / Off,x2 horizontal and vertical / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip/ Off,"Up to 2,048 pixels",Support (Eight settings),,,Auto exposure / Auto gain,Support,Support,Support,
Sentech,stc-bcs202ge-bl,GigE Vision Board Area Cameras,STC-BCS202GE-BL,Area Camera,2MP,Color,"1,624 (H) x 1,240 (V)",54.6 fps,IEEE802.3ab (1000BASE-T),GigE Vision 2.1,External power (+10.8 to +26.4 Vdc),Less than 4.1 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +66 deg. C (Temperature sensor on camera),Lower limit: -20 deg. C (Environmental temperature) Upper limit: +70 deg. C (Environmental temperature),SONY IMX430,Global Shutter,"1/1.7""",4.5 (H) x 4.5 (V) µm,38 (W) x 38 (H) x 34.9 (D) mm,Approximately 48 g,S Mount,IR cut filter on it,RJ45 connector x 1,SM06B-SRSS (JST) x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed BayerRG8 / BayerRG10 / BayerRG12 / BayerRG10Packed / BayerRG12Packed RGB8,1 µsecond to 16.777 seconds,0 to 20.8 dB,x1 to x3,0.1 to 4.0,,x2 horizontal and vertical / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip/ Off,"Up to 2,048 pixels",Support (Eight settings),Auto exposure / Auto gain,,Auto exposure / Auto gain / Auto white balance,Support,Support,Support,
Sentech,stc-bbs213poe-bc,GigE Vision Board Area Cameras,STC-BBS213POE-BC,Area Camera,2.1MP,Monochrome,"1,920 (H) x 1,080 (V)",53.0 fps,PoE: IEEE802.3af CLASS2 (1000BASE-T),GigE Vision 2.1,Power Over Ethernet (PoE) (IEEE802.3af),Less than 4.1 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +67 deg. C (Temperature sensor on camera),Lower limit: -20 deg. C (Environmental temperature) Upper limit: +70 deg. C (Environmental temperature),SONY IMX290,Rolling Shutter / Global Reset,"1/2.8""",2.9 (H) x 2.9 (V) µm,38 (W) x 38 (H) x 39.7 (D) mm,Approximately 47 g,C Mount,No optical filter,RJ45 connector x 1,SM06B-SRSS (JST) x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,126 µseconds to 999 mseconds,0 to 25.2 dB,x1 to x3,0.1 to 4.0,,,Vertical flip / Horizontal flip / Vertical and horizontal flip/ Off,"Up to 2,048 pixels",Support (Eight settings),,,Auto exposure / Auto gain,Support,Support,Support,
Sentech,stc-bcs213poe-bc,GigE Vision Board Area Cameras,STC-BCS213POE-BC,Area Camera,2.1MP,Color,"1,920 (H) x 1,080 (V)",53.0 fps,PoE: IEEE802.3af CLASS2 (1000BASE-T),GigE Vision 2.1,Power Over Ethernet (PoE) (IEEE802.3af),Less than 4.1 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +67 deg. C (Temperature sensor on camera),Lower limit: -20 deg. C (Environmental temperature) Upper limit: +70 deg. C (Environmental temperature),SONY IMX291,Rolling Shutter / Global Reset,"1/2.8""",2.9 (H) x 2.9 (V) µm,38 (W) x 38 (H) x 40.1 (D) mm,Approximately 47 g,C Mount,No optical filter,RJ45 connector x 1,SM06B-SRSS (JST) x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed BayerRG8 / BayerRG10 / BayerRG12 / BayerRG10Packed / BayerRG12Packed RGB8,126 µseconds to 999 mseconds,0 to 25.2 dB,x1 to x3,0.1 to 4.0,,,Vertical flip / Horizontal flip / Vertical and horizontal flip/ Off,"Up to 2,048 pixels",Support (Eight settings),Auto exposure / Auto gain,,Auto exposure / Auto gain / Auto white balance,Support,Support,Support,
