brand	model_name	camera_type,sensor_name,_basler_vendor,sensor_brand,sensor_extra,sensor_size_mm,sensor_size_inch,resolution_mp,resolution_w,resolution_h,pixel_size_h,pixel_size_v,shutter,frame_rate,line_rate,spectrum,spectrum_min_nm,spectrum_max_nm,sensor_color,lens_mount,interface,interface_power,pixel_format,sensor_architecture,weight_g,dimension_w,dimension_h,dimension_l
Basler	acA1600-60gc (CS-Mount)	area,EV76C570,e2v,,,9.0,"1/1.8""",2.0,1600.0,1200.0,4.5,4.5,"global, rolling",60.0,,Visible,,,,CS-mount,GigE,,,CMOS,90,29,29,42
Basler	acA4024-8gc	area,IMX226,Sony,,,9.32,"1/1.7""",12.2,4024.0,3036.0,1.85,1.85,rolling,8.0,,Visible,,,,C-mount,GigE,,,CMOS,90,29,29,42
Basler	boA1936-400cm	area,IMX421,Sony,,,10.86,"2/3""",3.0,1936.0,1464.0,4.5,4.5,global,400.0,,Visible,,,,"C-mount, F-mount, M42x0.75, M42x1",CoaXPress,,,CMOS,480,80,80,45
Basler	daA2448-70um (CS-Mount)	area,IMX548,Sony,,,8.75,"1/1.8""",,2448.0,2048.0,2.74,2.74,global,72.0,,Visible,,,,,USB3,,,CMOS,15,29.3,29,19.3
Basler	daA2500-14um (No-Mount)	area,MT9P031,onsemi,,,7.13,"1/2.5""",,2592.0,1944.0,2.2,2.2,rolling,14.0,,Visible,,,,,USB3,,,CMOS,5,27,27,7.2
Basler	acA2500-14gc	area,MT9P031,onsemi,,,7.13,"1/2.5""",5.0,2590.0,1942.0,2.2,2.2,rolling,14.0,,Visible,,,,C-mount,GigE,,,CMOS,90,29,29,42
Basler	acA1300-75gm	area,PYTHON 1300,onsemi,,,7.87,"1/2""",1.3,1280.0,1024.0,4.8,4.8,global,88.0,,Visible,,,,C-mount,GigE,,,CMOS,90,29,29,42
Basler	a2A4508-6gcBAS	area,GMAX2518,Gpixel,,,15.23,"1""",18.4,4508.0,4096.0,2.5,2.5,global,6.0,,Visible,,,,C-mount,GigE,,,CMOS,100,29,29,55.5
Basler	boA4096-180cc	area,IMX535,Sony,,,13.88,"1/1.1""",12.0,4096.0,3000.0,2.74,2.74,global,180.0,,Visible,,,,"C-mount, F-mount, M42x0.75, M42x1",CoaXPress,,,CMOS,525,80,80,45
Basler	boA5328-100cc	area,IMX530,Sony,,,19.29,"1.2""",24.4,5328.0,4608.0,2.74,2.74,global,100.0,,Visible,,,,,CoaXPress,,,CMOS,525,80,80,45
Basler	a2A1920-165g5mBAS	area,IMX392,Sony,,,7.77,"1/2.3""",2.3,1920.0,1200.0,3.45,3.45,global,168.0,,Visible,,,,C-mount,5GigE,,,CMOS,100,29,29,55.5
Basler	boA2832-190cc	area,IMX536,Sony,,,11.03,"2/3""",8.0,2832.0,2840.0,2.74,2.74,global,190.0,,Visible,,,,"C-mount, F-mount, M42x0.75, M42x1",CoaXPress,,,CMOS,525,80,80,45
Basler	a2A4096-44g5cBAS	area,IMX545,Sony,,,13.91,"1/1.1""",12.3,4096.0,3000.0,2.74,2.74,global,44.0,,Visible,,,,C-mount,5GigE,,,CMOS,100,29,29,55.5
Basler	acA1300-75gc	area,PYTHON 1300,onsemi,,,7.87,"1/2""",1.3,1280.0,1024.0,4.8,4.8,global,88.0,,Visible,,,,C-mount,GigE,,,CMOS,90,29,29,42
Basler	acA1440-220um	area,IMX273,Sony,,,6.21,"1/2.9""",1.6,1440.0,1080.0,3.45,3.45,global,227.0,,Visible,,,,C-mount,USB3,,,CMOS,80,29,29,29.3
Basler	boA4504-100cc	area,IMX531,Sony,,,17.39,"1.1""",20.0,4504.0,4504.0,2.74,2.74,global,100.0,,Visible,,,,,CoaXPress,,,CMOS,525,80,80,45
Basler	boA5328-100cm	area,IMX530,Sony,,,19.29,"1.2""",24.4,5328.0,4608.0,2.74,2.74,global,100.0,,Visible,,,,,CoaXPress,,,CMOS,525,80,80,45
Basler	MED ace 5.1 MP 35 mono	area,IMX264,Sony,,,11.02,"2/3""",5.0,2448.0,2048.0,3.45,3.45,global,35.0,,Visible,,,,C-mount,USB3,,,CMOS,80,29,29,29.3
Basler	a2A2600-64ucPRO	area,GMAX2505,Gpixel,,,8.48,"1/2""",5.6,2600.0,2160.0,2.5,2.5,global,64.0,,Visible,,,,C-mount,USB3,,,CMOS,90,29,29,42.8
Basler	daA1440-220uc (No-Mount)	area,IMX273,Sony,,,6.21,"1/2.9""",,1440.0,1080.0,3.45,3.45,global,227.0,,Visible,,,,,USB3,,,CMOS,5,27,27,8
Basler	acA2040-35gc	area,IMX265,Sony,,,8.84,"1/1.8""",3.0,2048.0,1536.0,3.45,3.45,global,36.0,,Visible,,,,C-mount,GigE,,,CMOS,90,29,29,42
Basler	MED ace 12.3 MP 23 color	area,IMX304,Sony,,,17.52,"1.1""",12.0,4096.0,3000.0,3.45,3.45,global,23.0,,Visible,,,,C-mount,USB3,,,CMOS,80,40,30,35.8
Basler	acA2000-50gc (CS-Mount)	area,CMV2000,ams,,,12.75,"2/3""",2.0,2046.0,1086.0,5.5,5.5,global,50.0,,Visible,,,,CS-mount,GigE,,,CMOS,90,29,29,42
Basler	alA640-300gc	area,PYTHON 300,onsemi,,,3.84,"1/4""",,640.0,480.0,4.8,4.8,global,340.0,,Visible,,,,C-mount,GigE,,,CMOS,90,29,29,42
Basler	a2A5328-22g5mBAS	area,IMX540,Sony,,,19.26,"1.2""",24.4,5328.0,4608.0,2.74,2.74,global,22.0,,Visible,,,,C-mount,5GigE,,,CMOS,100,29,29,55.5
Basler	MED ace 12.3 MP 23 mono	area,IMX304,Sony,,,17.52,"1.1""",12.0,4096.0,3000.0,3.45,3.45,global,23.0,,Visible,,,,C-mount,USB3,,,CMOS,80,40,30,35.8
Basler	a2A5328-15ucBAS	area,IMX540,Sony,,,19.26,"1.2""",24.4,5328.0,4608.0,2.74,2.74,global,15.0,,Visible,,,,C-mount,USB3,,,CMOS,85,29,29,42.8
Basler	a2A4096-44g5mBAS	area,IMX545,Sony,,,13.91,"1/1.1""",12.3,4096.0,3000.0,2.74,2.74,global,44.0,,Visible,,,,C-mount,5GigE,,,CMOS,100,29,29,55.5
Basler	a2A2600-20gcBAS	area,GMAX2505,Gpixel,,,8.48,"1/2""",5.6,2600.0,2160.0,2.5,2.5,global,20.0,,Visible,,,,C-mount,GigE,,,CMOS,100,29,29,55.5
Basler	a2A4200-40ucPRO	area,GMAX2509,Gpixel,,,11.83,"2/3""",9.1,4200.0,2160.0,2.5,2.5,global,40.0,,Visible,,,,C-mount,USB3,,,CMOS,90,29,29,42.8
Basler	acA2040-120um	area,IMX252,Sony,,,8.84,"1/1.8""",3.0,2048.0,1536.0,3.45,3.45,global,120.0,,Visible,,,,C-mount,USB3,,,CMOS,80,29,29,29.3
Basler	daA1920-30um (No-Mount)	area,MT9P031,onsemi,,,4.84,"1/3.7""",,1920.0,1080.0,2.2,2.2,rolling,30.0,,Visible,,,,,USB3,,,CMOS,5,27,27,7.2
Basler	acA5472-5gm	area,IMX183,Sony,,,15.78,"1""",20.0,5472.0,3648.0,2.4,2.4,rolling,5.0,,Visible,,,,C-mount,GigE,,,CMOS,90,29,29,42
Basler	a2A1280-125umSWIR	area,IMX990,Sony,,,8.18,"1/2""",1.3,1280.0,1024.0,5.0,5.0,global,125.0,,"Visible, SWIR",,,,C-mount,USB3,,,InGaAs,85,29,29,42.8
Basler	acA5472-17um	area,IMX183,Sony,,,15.78,"1""",20.0,5472.0,3648.0,2.4,2.4,rolling,17.0,,Visible,,,,C-mount,USB3,,,CMOS,80,29,29,29.3
Basler	boA4112-68cm	area,IMX253,Sony,,,17.46,"1.1""",12.0,4096.0,3000.0,3.45,3.45,global,68.0,,Visible,,,,"C-mount, F-mount, M42x0.75, M42x1",CoaXPress,,,CMOS,480,80,80,45
Basler	acA1920-50gc	area,IMX174,Sony,,,13.39,"1/1.2""",2.3,1920.0,1200.0,5.86,5.86,global,50.0,,Visible,,,,C-mount,GigE,,,CMOS,90,29,29,42
Basler	acA1300-60gmNIR (CS-Mount)	area,EV76C661,e2v,,,8.68,"1/1.8""",1.3,1280.0,1024.0,5.3,5.3,"global, rolling",60.0,,"Visible, NIR",,,,CS-mount,GigE,,,CMOS,90,29,29,42
Basler	acA5472-17uc	area,IMX183,Sony,,,15.78,"1""",20.0,5472.0,3648.0,2.4,2.4,rolling,17.0,,Visible,,,,C-mount,USB3,,,CMOS,80,29,29,29.3
Basler	a2A3840-45umBAS	area,IMX334,Sony,,,8.82,"1/1.8""",8.3,3840.0,2160.0,2.0,2.0,rolling,45.0,,Visible,,,,C-mount,USB3,,,CMOS,85,29,29,42.8
Basler	a2A2600-64umBAS	area,GMAX2505,Gpixel,,,8.48,"1/2""",5.6,2600.0,2160.0,2.5,2.5,global,64.0,,Visible,,,,C-mount,USB3,,,CMOS,85,29,29,42.8
Basler	acA640-750um	area,PYTHON 300,onsemi,,,3.84,"1/4""",,640.0,480.0,4.8,4.8,global,751.0,,Visible,,,,C-mount,USB3,,,CMOS,80,29,29,29.3
Basler	a2A5328-4gcBAS	area,IMX540,Sony,,,19.26,"1.2""",24.4,5328.0,4608.0,2.74,2.74,global,4.0,,Visible,,,,C-mount,GigE,,,CMOS,100,29,29,55.5
Basler	a2A2840-14gmBAS	area,IMX546,Sony,,,11.0,"2/3""",8.0,2840.0,2840.0,2.74,2.74,global,14.0,,Visible,,,,C-mount,GigE,,,CMOS,100,29,29,55.5
Basler	acA1920-25gm	area,MT9P031,onsemi,,,4.84,"1/3.7""",2.0,1920.0,1080.0,2.2,2.2,rolling,25.0,,Visible,,,,C-mount,GigE,,,CMOS,90,29,29,42
Basler	a2A2448-75umPRO	area,IMX547,Sony,,,8.75,"1/1.8""",5.0,2448.0,2048.0,2.74,2.74,global,75.0,,Visible,,,,C-mount,USB3,,,CMOS,90,29,29,42.8
Basler	acA2000-340km	area,CMV2000,ams,,,12.75,"2/3""",2.0,2048.0,1088.0,5.5,5.5,global,340.0,,Visible,,,,C-mount,Camera Link,,,CMOS,100,29,29,43.5
Basler	acA720-290gm	area,IMX287,Sony,,,6.21,"1/2.9""",,720.0,540.0,6.9,6.9,global,291.0,,Visible,,,,C-mount,GigE,,,CMOS,90,29,29,42
Basler	acA2000-165um	area,CMV2000,ams,,,12.75,"2/3""",2.0,2048.0,1088.0,5.5,5.5,global,165.0,,Visible,,,,C-mount,USB3,,,CMOS,80,29,29,29.3
Basler	acA1920-25um	area,MT9P031,onsemi,,,4.84,"1/3.7""",2.0,1920.0,1080.0,2.2,2.2,rolling,26.0,,Visible,,,,C-mount,USB3,,,CMOS,80,29,29,29.3
Basler	acA1920-40um	area,IMX249,Sony,,,13.39,"1/1.2""",2.3,1920.0,1200.0,5.86,5.86,global,41.0,,Visible,,,,C-mount,USB3,,,CMOS,80,29,29,29.3
Basler	boA9344-70cc	area,GMAX3265,Gpixel,,,37.36,"2.3""",65.0,9344.0,7000.0,3.2,3.2,global,70.0,,Visible,,,,,CoaXPress,,,CMOS,,65,65,71
Basler	a2A1920-165g5cBAS	area,IMX392,Sony,,,7.77,"1/2.3""",2.3,1920.0,1200.0,3.45,3.45,global,168.0,,Visible,,,,C-mount,5GigE,,,CMOS,100,29,29,55.5
Basler	daA720-520um (CS-Mount)	area,IMX287,Sony,,,6.21,"1/2.9""",,720.0,540.0,6.9,6.9,global,523.0,,Visible,,,,,USB3,,,CMOS,15,29.3,29,19.9
Basler	acA1920-50gm	area,IMX174,Sony,,,13.39,"1/1.2""",2.3,1920.0,1200.0,5.86,5.86,global,50.0,,Visible,,,,C-mount,GigE,,,CMOS,90,29,29,42
Basler	a2A4096-30ucBAS	area,IMX545,Sony,,,13.91,"1/1.1""",12.3,4096.0,3000.0,2.74,2.74,global,30.0,,Visible,,,,C-mount,USB3,,,CMOS,85,29,29,42.8
Basler	a2A2840-48umBAS	area,IMX546,Sony,,,11.0,"2/3""",8.0,2840.0,2840.0,2.74,2.74,global,48.0,,Visible,,,,C-mount,USB3,,,CMOS,85,29,29,42.8
Basler	a2A2448-75umBAS	area,IMX547,Sony,,,8.75,"1/1.8""",5.0,2448.0,2048.0,2.74,2.74,global,75.0,,Visible,,,,C-mount,USB3,,,CMOS,85,29,29,42.8
Basler	a2A2600-20gmPRO	area,GMAX2505,Gpixel,,,8.48,"1/2""",5.6,2600.0,2160.0,2.5,2.5,global,20.0,,Visible,,,,C-mount,GigE,,,CMOS,100,29,29,55.5
Basler	a2A1920-160umBAS	area,IMX392,Sony,,,7.77,"1/2.3""",2.3,1920.0,1200.0,3.45,3.45,global,160.0,,Visible,,,,C-mount,USB3,,,CMOS,85,29,29,42.8
Basler	a2A4504-5gmBAS	area,IMX541,Sony,,,17.45,"1.1""",20.2,4504.0,4504.0,2.74,2.74,global,5.0,,Visible,,,,C-mount,GigE,,,CMOS,100,29,29,55.5
Basler	acA2500-14gm	area,MT9P031,onsemi,,,7.13,"1/2.5""",5.0,2592.0,1944.0,2.2,2.2,rolling,14.0,,Visible,,,,C-mount,GigE,,,CMOS,90,29,29,42
Basler	daA1920-160uc (No-Mount)	area,IMX392,Sony,,,7.77,"1/2.3""",,1920.0,1200.0,3.45,3.45,global,160.0,,Visible,,,,,USB3,,,CMOS,5,27,27,8
Basler	a2A2448-75ucBAS	area,IMX547,Sony,,,8.75,"1/1.8""",5.0,2448.0,2048.0,2.74,2.74,global,75.0,,Visible,,,,C-mount,USB3,,,CMOS,85,29,29,42.8
Basler	daA1280-54um (CS-Mount)	area,AR0134,onsemi,,,6.0,"1/3""",,1280.0,960.0,3.75,3.75,global,54.0,,Visible,,,,,USB3,,,CMOS,15,29.3,29,19.2
Basler	acA1920-155uc	area,IMX174,Sony,,,13.39,"1/1.2""",2.3,1920.0,1200.0,5.86,5.86,global,164.0,,Visible,,,,C-mount,USB3,,,CMOS,80,29,29,29.3
Basler	MED ace 5.1 MP 35 color	area,IMX264,Sony,,,11.02,"2/3""",5.0,2448.0,2048.0,3.45,3.45,global,35.0,,Visible,,,,C-mount,USB3,,,CMOS,80,29,29,29.3
Basler	a2A2590-60umPRO	area,IMX334,Sony,,ROI,6.5,"1/2.8""",5.0,2592.0,1944.0,2.0,2.0,rolling,60.0,,Visible,,,,C-mount,USB3,,,CMOS,90,29,29,42.8
Basler	a2A2590-22gmPRO	area,IMX334,Sony,,ROI,6.5,"1/2.8""",5.0,2592.0,1944.0,2.0,2.0,rolling,22.0,,Visible,,,,C-mount,GigE,,,CMOS,105,29,29,55.5
Basler	a2A2448-105g5mBAS	area,IMX547,Sony,,,8.75,"1/1.8""",5.0,2448.0,2048.0,2.74,2.74,global,106.0,,Visible,,,,C-mount,5GigE,,,CMOS,100,29,29,55.5
Basler	boA4504-100cm	area,IMX531,Sony,,,17.39,"1.1""",20.0,4504.0,4504.0,2.74,2.74,global,100.0,,Visible,,,,,CoaXPress,,,CMOS,525,80,80,45
Basler	a2A5320-34g5mBAS	area,IMX542,Sony,,,16.78,"1.1""",16.1,5320.0,3032.0,2.74,2.74,global,34.0,,Visible,,,,C-mount,5GigE,,,CMOS,100,29,29,55.5
Basler	a2A1920-160ucBAS	area,IMX392,Sony,,,7.77,"1/2.3""",2.3,1920.0,1200.0,3.45,3.45,global,160.0,,Visible,,,,C-mount,USB3,,,CMOS,85,29,29,42.8
Basler	a2A2590-22gcBAS	area,IMX334,Sony,,ROI,6.5,"1/2.8""",5.0,2592.0,1944.0,2.0,2.0,rolling,22.0,,Visible,,,,C-mount,GigE,,,CMOS,100,29,29,55.5
Basler	acA2040-180km	area,CMV4000,ams,,,15.92,"1""",4.0,2048.0,2048.0,5.5,5.5,global,180.0,,Visible,,,,C-mount,Camera Link,,,CMOS,100,29,29,43.5
Basler	daA1920-160um (S-Mount)	area,IMX392,Sony,,,7.77,"1/2.3""",,1920.0,1200.0,3.45,3.45,global,160.0,,Visible,,,,,USB3,,,CMOS,15,29.3,29,19.9
Basler	a2A2590-60ucPRO	area,IMX334,Sony,,ROI,6.5,"1/2.8""",5.0,2592.0,1944.0,2.0,2.0,rolling,60.0,,Visible,,,,C-mount,USB3,,,CMOS,90,29,29,42.8
Basler	acA1280-60gc	area,EV76C560,e2v,,,8.68,"1/1.8""",1.3,1280.0,1024.0,5.3,5.3,rolling,60.0,,Visible,,,,C-mount,GigE,,,CMOS,90,29,29,42
Basler	boA8100-16cc	area,XGS 45000,onsemi,,,31.45,,44.7,8192.0,5460.0,3.2,3.2,global,19.0,,Visible,,,,"F-mount, M42x0.75, M42x1",CoaXPress,,,CMOS,525,80,80,49.1
Basler	MED ace 8.9 MP 42 color	area,IMX255,Sony,,,15.97,"1""",9.0,4096.0,2160.0,3.45,3.45,global,42.0,,Visible,,,,C-mount,USB3,,,CMOS,80,40,30,35.8
Basler	acA2500-14um (CS-Mount)	area,MT9P031,onsemi,,,7.13,"1/2.5""",5.0,2592.0,1944.0,2.2,2.2,rolling,14.0,,Visible,,,,CS-mount,USB3,,,CMOS,80,29,29,29.3
Basler	daA1600-60uc (CS-Mount)	area,EV76C570,e2v,,,9.0,"1/1.8""",,1600.0,1200.0,4.5,4.5,,60.0,,Visible,,,,,USB3,,,CMOS,15,29.3,29,19.9
Basler	MED ace 5.3 MP 20 color	area,PYTHON 5000,onsemi,,,15.86,"1""",5.0,2590.0,2048.0,4.8,4.8,global,21.0,,Visible,,,,C-mount,GigE,,,CMOS,90,29,29,42
Basler	MED ace 2.3 MP 41 mono	area,IMX249,Sony,,,13.39,"1/1.2""",2.3,1920.0,1200.0,5.86,5.86,global,41.0,,Visible,,,,C-mount,USB3,,,CMOS,80,29,29,29.3
Basler	daA1440-220uc (CS-Mount)	area,IMX273,Sony,,,6.21,"1/2.9""",,1440.0,1080.0,3.45,3.45,global,227.0,,Visible,,,,,USB3,,,CMOS,15,29.3,29,19.9
Basler	daA1920-30um (CS-Mount)	area,MT9P031,onsemi,,,4.84,"1/3.7""",,1920.0,1080.0,2.2,2.2,rolling,30.0,,Visible,,,,,USB3,,,CMOS,15,29.3,29,19.9
Basler	a2A2600-64umPRO	area,GMAX2505,Gpixel,,,8.48,"1/2""",5.6,2600.0,2160.0,2.5,2.5,global,64.0,,Visible,,,,C-mount,USB3,,,CMOS,90,29,29,42.8
Basler	daA3840-45um (CS-Mount)	area,IMX334,Sony,,,8.81,"1/1.8""",,3840.0,2160.0,2.0,2.0,rolling,45.0,,Visible,,,,,USB3,,,CMOS,5,29.3,29,19.9
Basler	acA4096-30um	area,IMX267,Sony,,,15.97,"1""",9.0,4096.0,2160.0,3.45,3.45,global,32.0,,Visible,,,,C-mount,USB3,,,CMOS,136,40,30,35.8
Basler	a2A3840-13gmBAS	area,IMX334,Sony,,,8.82,"1/1.8""",8.3,3840.0,2160.0,2.0,2.0,rolling,13.0,,Visible,,,,C-mount,GigE,,,CMOS,100,29,29,55.5
Basler	daA3840-45um (S-Mount)	area,IMX334,Sony,,,8.81,"1/1.8""",,3840.0,2160.0,2.0,2.0,rolling,45.0,,Visible,,,,,USB3,,,CMOS,5,29.3,29,19.9
Basler	a2A3840-13gcBAS	area,IMX334,Sony,,,8.82,"1/1.8""",8.3,3840.0,2160.0,2.0,2.0,rolling,13.0,,Visible,,,,C-mount,GigE,,,CMOS,100,29,29,55.5
Basler	acA2040-90um	area,CMV4000,ams,,,15.92,"1""",4.0,2048.0,2048.0,5.5,5.5,global,90.0,,Visible,,,,C-mount,USB3,,,CMOS,80,29,29,29.3
Basler	acA5472-5gc	area,IMX183,Sony,,,15.78,"1""",20.0,5472.0,3648.0,2.4,2.4,rolling,5.0,,Visible,,,,C-mount,GigE,,,CMOS,90,29,29,42
Basler	boA1936-400cc	area,IMX421,Sony,,,10.86,"2/3""",3.0,1936.0,1464.0,4.5,4.5,global,400.0,,Visible,,,,"F-mount, M42x0.75, M42x1, C-mount",CoaXPress,,,CMOS,480,80,80,45
Basler	boA5120-150cm	area,GMAX0505,Gpixel,,,18.1,"1.1""",25.0,5120.0,5120.0,2.5,2.5,global,150.0,,Visible,,,,,CoaXPress,,,CMOS,400,65,65,71
Basler	acA4112-8gc	area,IMX304,Sony,,,17.52,"1.1""",12.0,4096.0,3000.0,3.45,3.45,global,8.0,,Visible,,,,C-mount,GigE,,,CMOS,150,40,30,50
Basler	daA1280-54uc (CS-Mount)	area,AR0134,onsemi,,,6.0,"1/3""",,1280.0,960.0,3.75,3.75,global,54.0,,Visible,,,,,USB3,,,CMOS,15,29.3,29,19.2
Basler	a2A2590-60ucBAS	area,IMX334,Sony,,ROI,6.5,"1/2.8""",5.0,2592.0,1944.0,2.0,2.0,rolling,60.0,,Visible,,,,C-mount,USB3,,,CMOS,90,29,29,42.8
Basler	acA1600-60gc	area,EV76C570,e2v,,,9.0,"1/1.8""",2.0,1600.0,1200.0,4.5,4.5,"global, rolling",60.0,,Visible,,,,C-mount,GigE,,,CMOS,90,29,29,42
Basler	acA1300-60gm	area,EV76C560,e2v,,,8.68,"1/1.8""",1.3,1282.0,1026.0,5.3,5.3,"global, rolling",60.0,,Visible,,,,C-mount,GigE,,,CMOS,90,29,29,42
Basler	acA1280-60gm	area,EV76C560,e2v,,,8.68,"1/1.8""",1.3,1282.0,1026.0,5.3,5.3,rolling,60.0,,Visible,,,,C-mount,GigE,,,CMOS,90,29,29,42
Basler	a2A4096-9gcPRO	area,IMX545,Sony,,,13.91,"1/1.1""",12.3,4096.0,3000.0,2.74,2.74,global,9.0,,Visible,,,,C-mount,GigE,,,CMOS,100,29,29,55.5
Basler	daA4200-30mci (No-Mount) - Tray (40pcs)	area,AR1335,onsemi,,,5.76,"1/3""",13.0,4208.0,3120.0,1.1,1.1,rolling,30.0,,Visible,,,,No Mount,BCON for MIPI,,,CMOS,5,27,27,5.3
Basler	acA640-121gm	area,ICX618,Sony,,Replacement,4.61,"1/4""",,659.0,494.0,5.6,5.6,global,134.0,,Visible,,,,C-mount,GigE,,,CMOS,90,29,29,42
Basler	boA4112-68cc	area,IMX253,Sony,,,17.46,"1.1""",12.0,4096.0,3000.0,3.45,3.45,global,68.0,,Visible,,,,"M42x0.75, M42x1, C-mount, F-mount",CoaXPress,,,CMOS,480,80,80,45
Basler	a2A5320-7gmBAS	area,IMX542,Sony,,,16.78,"1.1""",16.1,5320.0,3032.0,2.74,2.74,global,7.0,,Visible,,,,C-mount,GigE,,,CMOS,100,29,29,55.5
Basler	a2A2448-23gcBAS	area,IMX547,Sony,,,8.75,"1/1.8""",5.0,2448.0,2048.0,2.74,2.74,global,23.0,,Visible,,,,C-mount,GigE,,,CMOS,100,29,29,55.5
Basler	acA1920-40uc	area,IMX249,Sony,,,13.39,"1/1.2""",2.3,1920.0,1200.0,5.86,5.86,global,41.0,,Visible,,,,C-mount,USB3,,,CMOS,80,29,29,29.3
Basler	acA2040-35gm	area,IMX265,Sony,,,8.84,"1/1.8""",3.0,2048.0,1536.0,3.45,3.45,global,36.0,,Visible,,,,C-mount,GigE,,,CMOS,90,29,29,42
Basler	a2A2840-67g5mBAS	area,IMX546,Sony,,,11.0,"2/3""",8.0,2840.0,2840.0,2.74,2.74,global,67.0,,Visible,,,,C-mount,5GigE,,,CMOS,100,29,29,55.5
Basler	acA2000-165uc	area,CMV2000,ams,,,12.75,"2/3""",2.0,2040.0,1086.0,5.5,5.5,global,165.0,,Visible,,,,C-mount,USB3,,,CMOS,80,29,29,29.3
Basler	boA5320-150cm	area,IMX532,Sony,,,16.79,"1.1""",16.1,5320.0,3032.0,2.74,2.74,global,150.0,,Visible,,,,"C-mount, F-mount, M42x0.75, M42x1",CoaXPress,,,CMOS,525,80,80,45
Basler	a2A1920-51gmPRO	area,IMX392,Sony,,,7.77,"1/2.3""",2.3,1920.0,1200.0,3.45,3.45,global,51.0,,Visible,,,,C-mount,GigE,,,CMOS,105,29,29,55.5
Basler	a2A1920-51gcPRO	area,IMX392,Sony,,,7.77,"1/2.3""",2.3,1920.0,1200.0,3.45,3.45,global,51.0,,Visible,,,,C-mount,GigE,,,CMOS,105,29,29,55.5
Basler	MED ace 20.0 MP 17 mono	area,IMX183,Sony,,,15.78,"1""",20.0,5472.0,3648.0,2.4,2.4,rolling,17.0,,Visible,,,,C-mount,USB3,,,CMOS,80,29,29,29.3
Basler	acA1600-60gm	area,EV76C570,e2v,,,9.0,"1/1.8""",2.0,1602.0,1202.0,4.5,4.5,"global, rolling",60.0,,Visible,,,,C-mount,GigE,,,CMOS,90,29,29,42
Basler	acA2440-35um	area,IMX264,Sony,,,11.02,"2/3""",5.0,2448.0,2048.0,3.45,3.45,global,35.0,,Visible,,,,C-mount,USB3,,,CMOS,80,29,29,29.3
Basler	a2A5328-22g5cBAS	area,IMX540,Sony,,,19.26,"1.2""",24.4,5328.0,4608.0,2.74,2.74,global,22.0,,Visible,,,,C-mount,5GigE,,,CMOS,100,29,29,55.5
Basler	acA2440-20gm	area,IMX264,Sony,,,11.02,"2/3""",5.0,2448.0,2048.0,3.45,3.45,global,23.0,,Visible,,,,C-mount,GigE,,,CMOS,90,29,29,42
Basler	daA3840-45um (No-Mount)	area,IMX334,Sony,,,8.81,"1/1.8""",,3840.0,2160.0,2.0,2.0,rolling,45.0,,Visible,,,,,USB3,,,CMOS,5,27,27,7.9
Basler	acA3800-14uc	area,MT9J003,onsemi,,,7.93,"1/2.3""",10.0,3840.0,2748.0,1.67,1.67,rolling,14.0,,Visible,,,,C-mount,USB3,,,CMOS,80,29,29,29.3
Basler	daA3840-45uc (S-Mount)	area,IMX334,Sony,,,8.81,"1/1.8""",,3840.0,2160.0,2.0,2.0,rolling,45.0,,Visible,,,,,USB3,,,CMOS,5,29.3,29,19.9
Basler	a2A2590-22gmBAS	area,IMX334,Sony,,ROI,6.5,"1/2.8""",5.0,2592.0,1944.0,2.0,2.0,rolling,22.0,,Visible,,,,C-mount,GigE,,,CMOS,100,29,29,55.5
Basler	a2A4200-12gcPRO	area,GMAX2509,Gpixel,,,11.83,"2/3""",9.1,4200.0,2160.0,2.5,2.5,global,12.0,,Visible,,,,C-mount,GigE,,,CMOS,100,29,29,55
Basler	daA2448-70uc (CS-Mount)	area,IMX548,Sony,,,8.75,"1/1.8""",,2448.0,2048.0,2.74,2.74,global,72.0,,Visible,,,,,USB3,,,CMOS,15,29.3,29,19.3
Basler	a2A5328-4gmBAS	area,IMX540,Sony,,,19.26,"1.2""",24.4,5328.0,4608.0,2.74,2.74,global,4.0,,Visible,,,,C-mount,GigE,,,CMOS,100,29,29,55.5
Basler	acA2500-20gc	area,PYTHON 5000,onsemi,,,15.86,"1""",5.0,2590.0,2048.0,4.8,4.8,global,21.0,,Visible,,,,C-mount,GigE,,,CMOS,90,29,29,42
Basler	boA2832-190cm	area,IMX536,Sony,,,11.03,"2/3""",8.0,2832.0,2840.0,2.74,2.74,global,190.0,,Visible,,,,"C-mount, F-mount, M42x0.75, M42x1",CoaXPress,,,CMOS,525,80,80,45
Basler	a2A1920-160ucPRO	area,IMX392,Sony,,,7.77,"1/2.3""",2.3,1920.0,1200.0,3.45,3.45,global,160.0,,Visible,,,,C-mount,USB3,,,CMOS,90,29,29,42.8
Basler	acA1920-155um	area,IMX174,Sony,,,13.39,"1/1.2""",2.3,1920.0,1200.0,5.86,5.86,global,164.0,,Visible,,,,C-mount,USB3,,,CMOS,80,29,29,29.3
Basler	a2A5320-23umBAS	area,IMX542,Sony,,,16.78,"1.1""",16.1,5320.0,3032.0,2.74,2.74,global,23.0,,Visible,,,,C-mount,USB3,,,CMOS,85,29,29,42.8
Basler	a2A4504-5gcBAS	area,IMX541,Sony,,,17.45,"1.1""",20.2,4504.0,4504.0,2.74,2.74,global,5.0,,Visible,,,,C-mount,GigE,,,CMOS,100,29,29,55.5
