brand	model_name	camera_type,sensor_name,_basler_vendor,sensor_brand,sensor_extra,sensor_size_mm,sensor_size_inch,resolution_mp,resolution_w,resolution_h,pixel_size_h,pixel_size_v,shutter,frame_rate,line_rate,spectrum,spectrum_min_nm,spectrum_max_nm,sensor_color,lens_mount,interface,interface_power,pixel_format,sensor_architecture,weight_g,dimension_w,dimension_h,dimension_l
Basler	JAIJAI Camera SP-12400C-PMCL	area,IMX253,Sony,,,17.6,"1.1""",12.4,4112.0,3008.0,3.5,3.5,global,64.0,,Visible,,,,C-mount,Camera Link,,,CMOS,135,44,44,44
Basler	JAIJAI Camera GOX-5102C-USB	area,IMX250,Sony,,,11.02,"2/3""",5.0,2448.0,2048.0,3.45,3.45,global,98.0,,Visible,,,,C-mount,USB3,,,CMOS,62,29,51.5,29
Basler	JAIJAI Camera SP-5000C-PMCL	area,Lince5M,e2v,,,16.39,"1""",5.2,2560.0,2048.0,5.0,5.0,global,137.0,,Visible,,,,C-mount,Camera Link,,,CMOS,215,62,56,62
Basler	JAIJAI Camera GOX-5103C-USB	area,IMX264,Sony,,,11.02,"2/3""",5.0,2448.0,2048.0,3.45,3.45,global,35.0,,Visible,,,,C-mount,USB3,,,CMOS,62,29,51.5,29
Basler	JAIJAI Camera AP-3200T-PGE	area,IMX265,Sony,,3-CMOS,8.89,"1/1.8""",3.2,2064.0,1544.0,3.45,3.45,global,12.0,,Visible,,,,C-mount,GigE,,,CMOS,200,44,84,44
Basler	JAIJAI Camera GOX-8901M-USB	area,IMX267,Sony,,,15.97,"1""",8.8,4096.0,2160.0,3.45,3.45,global,32.0,,Visible,,,,C-mount,USB3,,,CMOS,62,29,51.5,29
Basler	JAIJAI Camera SP-20000M-PMCL	area,CMV20000,ams,,,40.96,,19.7,5120.0,3840.0,6.4,6.4,global,30.0,,Visible,,,,F-mount,Camera Link,,,CMOS,320,62,85,62
Basler	JAIJAI Camera GOX-20409C-PGE	area,IMX183,Sony,,,15.78,"1""",20.0,5472.0,3648.0,2.4,2.4,rolling,5.0,,Visible,,,,C-mount,GigE,,,CMOS,62,29,51.5,29
Basler	JAIJAI Camera SP-5000C-USB	area,Lince5M,e2v,,,16.39,"1""",5.2,2560.0,2048.0,5.0,5.0,global,62.0,,Visible,,,,C-mount,USB3,,,CMOS,255,62,56,62
Basler	JAIJAI Camera SP-12401M-USB	area,IMX304,Sony,,,17.6,"1.1""",12.3,4088.0,3000.0,3.45,3.45,global,23.0,,Visible,,,,C-mount,USB3,,,CMOS,130,44,44,44
Basler	JAIJAI Camera SP-20000C-USB	area,CMV20000,ams,,,40.96,,19.7,5120.0,3840.0,6.4,6.4,global,16.0,,Visible,,,,F-mount,USB3,,,CMOS,350,62,85,62
Basler	JAIJAI Camera GO-2400M-USB	area,IMX174,Sony,,,13.4,"1/1.2""",2.4,1936.0,1216.0,5.86,5.86,global,159.0,,Visible,,,,C-mount,USB3,,,CMOS,46,29,42,29
Basler	JAIJAI Camera GO-5000M-PMCL-UV	area,Lince5M,e2v,,,16.39,"1""",5.2,2560.0,2048.0,5.0,5.0,global,107.0,,Visible,,,,C-mount,Camera Link,,,CMOS,46,29,41.5,29
Basler	JAIJAI Camera SP-12000C-CXP4	area,CMV12000,ams,,,28.14,,12.6,4096.0,3072.0,5.5,5.5,global,189.0,,Visible,,,,F-mount,CoaXPress,,,CMOS,510,62,127.5,62
Basler	JAIJAI Camera GOX-2402C-PGE	area,IMX392,Sony,,,7.81,"1/2.3""",2.3,1920.0,1200.0,3.45,3.45,global,49.0,,Visible,,,,C-mount,GigE,,,CMOS,62,29,51.5,29
Basler	JAIJAI Camera SP-5000M-USB	area,Lince5M,e2v,,,16.39,"1""",5.2,2560.0,2048.0,5.0,5.0,global,62.0,,Visible,,,,C-mount,USB3,,,CMOS,255,62,56,62
Basler	JAIJAI Camera GOX-3200C-USB	area,IMX252,Sony,,,8.89,"1/1.8""",3.1,2048.0,1536.0,3.45,3.45,global,119.0,,Visible,,,,C-mount,USB3,,,CMOS,62,29,51.5,29
Basler	JAIJAI Camera GO-5000M-PMCL	area,Lince5M,e2v,,,16.39,"1""",5.2,2560.0,2048.0,5.0,5.0,global,107.0,,Visible,,,,C-mount,Camera Link,,,CMOS,46,29,42,29
Basler	JAIJAI Camera GO-5000M-PGE	area,Lince5M,e2v,,,16.39,"1""",5.2,2560.0,2048.0,5.0,5.0,global,22.0,,Visible,,,,C-mount,GigE,,,CMOS,46,29,42,29
Basler	JAIJAI Camera SP-5000C-GE2	area,Lince5M,e2v,,,16.39,"1""",5.2,2560.0,2048.0,5.0,5.0,global,44.0,,Visible,,,,C-mount,GigE,,,CMOS,215,62,56,62
Basler	JAIJAI Camera SP-5000M-PMCL	area,Lince5M,e2v,,,16.39,"1""",5.2,2560.0,2048.0,5.0,5.0,global,137.0,,Visible,,,,C-mount,Camera Link,,,CMOS,215,62,56,62
Basler	JAIJAI Camera AP-1600T-USB	area,IMX273,Sony,,3-CMOS,9.23,"1/2.9""",1.6,1456.0,1088.0,3.45,3.45,global,79.0,,Visible,,,,C-mount,USB3,,,CMOS,200,44,84,44
Basler	JAIJAI Camera GO-5100M-USB	area,IMX250,Sony,,,11.02,"2/3""",5.0,2448.0,2048.0,3.45,3.45,global,98.0,,Visible,,,,C-mount,USB3,,,CMOS,46,29,42,29
Basler	JAIJAI Camera GOX-20409M-PGE	area,IMX183,Sony,,,15.78,"1""",20.0,5472.0,3648.0,2.4,2.4,rolling,5.0,,Visible,,,,C-mount,GigE,,,CMOS,46,29,51.5,29
Basler	JAIJAI Camera GOX-8901M-PGE	area,IMX267,Sony,,,15.97,"1""",8.8,4096.0,2160.0,3.45,3.45,global,12.0,,Visible,,,,C-mount,GigE,,,CMOS,62,29,51.5,29
Basler	JAIJAI Camera SP-5000C-CXP2	area,Lince5M,e2v,,,16.39,"1""",5.2,2560.0,2048.0,5.0,5.0,global,211.0,,Visible,,,,C-mount,CoaXPress,,,CMOS,215,62,56,62
Basler	JAIJAI Camera GOX-12401M-PGE	area,IMX304,Sony,,,17.52,"1.1""",12.3,4096.0,3000.0,3.45,3.45,global,9.0,,Visible,,,,C-mount,GigE,,,CMOS,62,29,51.5,29
Basler	JAIJAI Camera GO-5000M-USB-UV	area,Lince5M,e2v,,,16.39,"1""",5.2,2560.0,2048.0,5.0,5.0,global,62.0,,Visible,,,,C-mount,USB3,,,CMOS,46,29,41.5,29
Basler	JAIJAI Camera GO-5000C-PGE	area,Lince5M,e2v,,,16.39,"1""",5.2,2560.0,2048.0,5.0,5.0,global,22.0,,Visible,,,,C-mount,GigE,,,CMOS,46,29,42,29
Basler	JAIJAI Camera GO-5101C-PGE	area,IMX264,Sony,,,11.08,"2/3""",5.1,2464.0,2056.0,3.45,3.45,global,22.0,,Visible,,,,C-mount,GigE,,,CMOS,46,29,42,29
Basler	JAIJAI Camera GO-5000M-PGE-UV	area,Lince5M,e2v,,,16.39,"1""",5.2,2560.0,2048.0,5.0,5.0,global,22.0,,Visible,,,,C-mount,GigE,,,CMOS,46,29,41.5,29
Basler	JAIJAI Camera AP-1600T-PGE	area,IMX273,Sony,,3-CMOS,9.23,"1/2.9""",1.6,1456.0,1088.0,3.45,3.45,global,24.0,,Visible,,,,C-mount,GigE,,,CMOS,200,44,84,44
Basler	JAIJAI Camera GO-5000M-USB	area,Lince5M,e2v,,,16.39,"1""",5.2,2560.0,2048.0,5.0,5.0,global,69.0,,Visible,,,,C-mount,USB3,,,CMOS,46,29,42,29
Basler	JAIJAI Camera GO-2400C-PMCL	area,IMX174,Sony,,,13.4,"1/1.2""",2.4,1936.0,1216.0,5.86,5.86,global,165.0,,Visible,,,,C-mount,Camera Link,,,CMOS,46,29,42,29
Basler	JAIJAI Camera GOX-12401C-PGE	area,IMX304,Sony,,,17.52,"1.1""",12.3,4096.0,3000.0,3.45,3.45,global,9.0,,Visible,,,,C-mount,GigE,,,CMOS,62,29,51.5,29
Basler	JAIJAI Camera SP-5000M-GE2	area,Lince5M,e2v,,,16.39,"1""",5.2,2560.0,2048.0,5.0,5.0,global,44.0,,Visible,,,,C-mount,GigE,,,CMOS,215,62,56,62
Basler	JAIJAI Camera SP-20000M-CXP2	area,CMV20000,ams,,,40.96,,19.7,5120.0,3840.0,6.4,6.4,global,30.0,,Visible,,,,F-mount,CoaXPress,,,CMOS,350,62,85,62
Basler	JAIJAI Camera SP-12000M-CXP4	area,CMV12000,ams,,,28.14,,12.6,4096.0,3072.0,5.5,5.5,global,189.0,,Visible,,,,F-mount,CoaXPress,,,CMOS,510,62,127.5,62
Basler	JAIJAI Camera AP-1600T-PMCL	area,IMX273,Sony,,3-CMOS,9.23,"1/2.9""",1.6,1456.0,1088.0,3.45,3.45,global,126.0,,Visible,,,,C-mount,Camera Link,,,CMOS,200,44,84,44
Basler	JAIJAI Camera GO-5000C-PMCL	area,Lince5M,e2v,,,16.39,"1""",5.2,2560.0,2048.0,5.0,5.0,global,107.0,,Visible,,,,C-mount,Camera Link,,,CMOS,46,29,42,29
Basler	JAIJAI Camera GOX-5102M-USB	area,IMX250,Sony,,,11.02,"2/3""",5.0,2448.0,2048.0,3.45,3.45,global,98.0,,Visible,,,,C-mount,USB3,,,CMOS,62,29,51.5,29
Basler	JAIJAI Camera GOX-3200M-USB	area,IMX252,Sony,,,8.89,"1/1.8""",3.1,2048.0,1536.0,3.45,3.45,global,119.0,,Visible,,,,C-mount,USB3,,,CMOS,62,29,51.5,29
Basler	JAIJAI Camera GO-2401M-PGE	area,IMX174,Sony,,,13.4,"1/1.2""",2.4,1936.0,1216.0,5.86,5.86,global,41.0,,Visible,,,,C-mount,GigE,,,CMOS,46,29,42,29
Basler	JAIJAI Camera SP-5000M-CXP4	area,Lince5M,e2v,,,16.39,"1""",5.2,2560.0,2048.0,5.0,5.0,global,253.0,,Visible,,,,C-mount,CoaXPress,,,CMOS,215,62,56,62
Basler	JAIJAI Camera GOX-12409M-PGE	area,IMX226,Sony,,,9.32,"1/1.7""",12.2,4024.0,3036.0,1.85,1.85,rolling,8.0,,Visible,,,,C-mount,GigE,,,CMOS,62,29,51.5,29
Basler	JAIJAI Camera GO-5101M-PGE	area,IMX264,Sony,,,11.08,"2/3""",5.1,2464.0,2056.0,3.45,3.45,global,22.0,,Visible,,,,C-mount,GigE,,,CMOS,46,29,42,29
