brand,lens_type,raw_category,target_key,model,_source_url,_table_index,_group,Coaxial,Mag,W.D. (mm),Resolution (um),N.A,Effective F/#,D.O.F (),Telecentricity (Degree),Optical distortion (%),Sensorsize,Mount
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.4X-85-8,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_row_1,OTC-Sensor Dia 9mm W.D. 65mm,X,0.4X,85,21.9,0.0153,13,6.5mm,0.03,0.03,8mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.5X-65/C-9,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_row_2,OTC-Sensor Dia 9mm W.D. 65mm,O,0.5X,65,18.8,0.0178,14,4.48mm,0.03,0.04,9mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.8X-65/C-9,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_row_3,OTC-Sensor Dia 9mm W.D. 65mm,O,0.8X,65,12.5,0.0268,14.9,1.86mm,0.03,0.03,9mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC1.0X-65/C-9,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_row_4,OTC-Sensor Dia 9mm W.D. 65mm,O,1.0X,65,12.5,0.0268,18.6,1.48mm,0.03,0.03,9mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC1.5X-65/C-9,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_row_5,OTC-Sensor Dia 9mm W.D. 65mm,O,1.5X,65,7,0.0477,15.7,558,0.05,0.06,9mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC2.0X-65/C-9,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_row_6,OTC-Sensor Dia 9mm W.D. 65mm,O,2.0X,65,5.2,0.0645,15.5,310,0.02,0.03,9mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC3.0X-65/C-9,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_row_7,OTC-Sensor Dia 9mm W.D. 65mm,O,3.0X,65,4.8,0.0697,21.5,191,0.05,0.03,9mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC4.0X-65/C-9,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_row_8,OTC-Sensor Dia 9mm W.D. 65mm,O,4.0X,65,4.4,0.0763,26.2,131,0.04,0.03,9mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC5.0X-65/C-9,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_row_9,OTC-Sensor Dia 9mm W.D. 65mm,O,5.0X,65,4.4,0.0757,33,105,0.04,0.04,9mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC6.0X-65/C-9,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_row_10,OTC-Sensor Dia 9mm W.D. 65mm,O,6.0X,65,4.4,0.0759,39.5,87,0.04,0.05,9mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC8.0X-65/C-9,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_row_11,OTC-Sensor Dia 9mm W.D. 65mm,O,8.0X,65,4.4,0.0761,52.5,65,0.03,0.04,9mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.35X-110/C-8,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_row_12,OTC-Sensor Dia 9mm W.D. 110mm,O,0.35X,110,21.3,0.0157,11.1,7.24mm,0.03,0.05,8mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.37X-110/C-9,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_row_13,OTC-Sensor Dia 9mm W.D. 110mm,O,0.37X,110,27,0.0124,14.9,8.7mm,0.05,0.09,9mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.5X-110/C-9,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_row_14,OTC-Sensor Dia 9mm W.D. 110mm,O,0.5X,110,19.5,0.0172,14.5,4.6mm,0.03,0.04,9mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.8X-110/C-9,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_row_15,OTC-Sensor Dia 9mm W.D. 110mm,O,0.8X,110,12.5,0.0268,14.9,1.86mm,0.05,0.05,9mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC1.0X-112/C-9,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_row_16,OTC-Sensor Dia 9mm W.D. 110mm,O,1.0X,112,13.9,0.0241,20.7,1.65mm,0.03,0.03,9mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC2.0X-110/C-9,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_row_17,OTC-Sensor Dia 9mm W.D. 110mm,O,2.0X,110,7.5,0.0448,22.3,446,0.03,0.03,9mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC2.4X-109/C-9,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_row_18,OTC-Sensor Dia 9mm W.D. 110mm,O,2.4X,109,7.5,0.045,26.6,369,0.04,0.05,9mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC3.0X-110/C-9,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_row_19,OTC-Sensor Dia 9mm W.D. 110mm,O,3.0X,110,6.1,0.0547,27.4,243,0.03,0.14,9mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC4.0X-110/C-9,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_row_20,OTC-Sensor Dia 9mm W.D. 110mm,O,4.0X,110,5.6,0.0602,33.2,166,0.03,0.23,9mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC5.0X-110/C-9,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_row_21,OTC-Sensor Dia 9mm W.D. 110mm,O,5.0X,110,5.6,0.06,41.6,133,0.01,0.1,9mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC6.0X-110/C-9,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_row_22,OTC-Sensor Dia 9mm W.D. 110mm,O,6.0X,110,5.6,0.0601,49.9,110,0.03,0.05,9mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC8.0X-110/C-9,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_row_23,OTC-Sensor Dia 9mm W.D. 110mm,O,8.0X,110,5.5,0.061,65,81,0.03,0.02,9mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.45X-80/C-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_row_1,OTC-Sensor Dia 11mm W.D. 65mm,O,0.45X,80,14.9,0.0225,10,3.95mm,0.04,0.14,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.47X-75/C-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_row_2,OTC-Sensor Dia 11mm W.D. 65mm,O,0.47X,75,11.8,0.0283,8.3,3mm,0.04,0.25,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.5X-65/C-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_row_3,OTC-Sensor Dia 11mm W.D. 65mm,O,0.5X,65,11,0.0304,8.2,2.62mm,0.04,0.03,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.8X-65/C-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_row_4,OTC-Sensor Dia 11mm W.D. 65mm,O,0.8X,65,6.8,0.0493,8.1,1.01mm,0.03,0.09,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC1.0X-65/C-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_row_5,OTC-Sensor Dia 11mm W.D. 65mm,O,1.0X,65,6.8,0.0495,10.1,808,0.02,0.16,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC1.5X-65/C-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_row_6,OTC-Sensor Dia 11mm W.D. 65mm,O,1.5X,65,4.8,0.07,10.7,380,0.03,0.07,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC1.7X-70/C-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_row_7,OTC-Sensor Dia 11mm W.D. 65mm,O,1.7X,70,5.9,0.0566,15,414,0.04,0.12,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC2.0X-65/C-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_row_8,OTC-Sensor Dia 11mm W.D. 65mm,O,2.0X,65,4.6,0.0735,13.6,272,0.05,0.03,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC2.4X-63/C-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_row_9,OTC-Sensor Dia 11mm W.D. 65mm,O,2.4X,63,4.8,0.07,17.2,238,0.015,0.1,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC3.0X-65/C-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_row_10,OTC-Sensor Dia 11mm W.D. 65mm,O,3.0X,65,4.8,0.07,21.3,189,0.04,0.23,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC4.0X-65/C-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_row_11,OTC-Sensor Dia 11mm W.D. 65mm,O,4.0X,65,3,0.1104,18.1,90,0.05,0.03,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC5.0X-65/C-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_row_12,OTC-Sensor Dia 11mm W.D. 65mm,O,5.0X,65,4.5,0.074,33.5,107,0.04,0.22,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC6.0X-65/C-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_row_13,OTC-Sensor Dia 11mm W.D. 65mm,O,6.0X,65,3,0.1107,27.1,60,0.05,0.03,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC8.0X-65/C-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_row_14,OTC-Sensor Dia 11mm W.D. 65mm,O,8.0X,65,3.2,0.105,38,47,0.02,0.22,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC10.0X-45/C-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_row_15,OTC-Sensor Dia 11mm W.D. 65mm,O,10.0X,45,2.4,0.14,35.7,28,0.05,0.13,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC12.0X-45/C-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_row_16,OTC-Sensor Dia 11mm W.D. 65mm,O,12.0X,45,2.23,0.15,40,22,0.05,0.11,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.479X-120/C-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_row_17,OTC-Sensor Dia 11mm W.D. 110mm,O,0.479X,120,11,0.016,15,5.23mm,0.05,0.25,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.5X-110/C-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_row_18,OTC-Sensor Dia 11mm W.D. 110mm,O,0.5X,110,14.8,0.0227,11,3.52mm,0.03,0.03,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.55X-96/C-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_row_19,OTC-Sensor Dia 11mm W.D. 110mm,O,0.55X,96,14.6,0.0229,12,3.17mm,0.04,0.22,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.65X-117/C-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_row_20,OTC-Sensor Dia 11mm W.D. 110mm,O,0.65X,117,10.3,0.0325,10,1.88mm,0.05,0.05,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.67X-115/C-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_row_21,OTC-Sensor Dia 11mm W.D. 110mm,O,0.67X,115,10,0.0334,10,1.78mm,0.06,0.05,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.7X-110/C-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_row_22,OTC-Sensor Dia 11mm W.D. 110mm,O,0.7X,110,9.6,0.035,10,1.6mm,0.03,0.03,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.73X-110/C-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_row_23,OTC-Sensor Dia 11mm W.D. 110mm,O,0.73X,104,9.2,0.0288,10,1.6mm,0.03,0.03,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.75X-100/C-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_row_24,OTC-Sensor Dia 11mm W.D. 110mm,O,0.75X,100,11.6,0.0288,13,1.84mm,0.04,0.03,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.8X-110/C-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_row_25,OTC-Sensor Dia 11mm W.D. 110mm,O,0.8X,110,11.1,0.0303,13.2,1.65mm,0.02,0.05,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.84X-110/C-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_row_26,OTC-Sensor Dia 11mm W.D. 110mm,O,0.84X,110,12.8,0.0262,16,1.81mm,0.08,0.08,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC1.0X-110/C-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_row_27,OTC-Sensor Dia 11mm W.D. 110mm,O,1.0X,110,6.8,0.0495,10.1,808,0.03,0.05,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC1.2X-100/C-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_row_28,OTC-Sensor Dia 11mm W.D. 110mm,O,1.2X,100,8.4,0.04,15,833,0.03,0.05,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC1.5X-110/C-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_row_29,OTC-Sensor Dia 11mm W.D. 110mm,O,1.5X,110,7,0.0477,15.7,558,0.03,0.03,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC1.76X-106/C-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_row_30,OTC-Sensor Dia 11mm W.D. 110mm,O,1.76X,106,7.6,0.044,20,516,0.03,0.05,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC2.0X-110/C-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_row_31,OTC-Sensor Dia 11mm W.D. 110mm,O,2.0X,110,4.4,0.0763,13.1,262,0.03,0.03,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC3.0X-110/C-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_row_32,OTC-Sensor Dia 11mm W.D. 110mm,O,3.0X,110,3.8,0.088,17,151,0.04,0.22,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC4.0X-110/C-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_row_33,OTC-Sensor Dia 11mm W.D. 110mm,O,4.0X,110,3.7,0.0896,22.3,111,0.03,0.03,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC5.0X-110/C-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_row_34,OTC-Sensor Dia 11mm W.D. 110mm,O,5.0X,110,3.7,0.09,27.8,88,0.03,0.18,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC6.0X-110/C-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_row_35,OTC-Sensor Dia 11mm W.D. 110mm,O,6.0X,110,3.7,0.0898,33.4,74,0.03,0.03,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC8.0X-110/C-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_row_36,OTC-Sensor Dia 11mm W.D. 110mm,O,8.0X,110,3.7,0.0898,44.5,55,0.03,0.19,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.5X-65/C-HRP-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=54,toptics_row_1,OTC-HRP Sensor Dia 11mm W.D. 65mm,O,0.5X,65,8.4,0.0396,6.3,1mm,0.04,0.03,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.8X-65/C-HRP-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=54,toptics_row_2,OTC-HRP Sensor Dia 11mm W.D. 65mm,O,0.8X,65,5.3,0.0634,6.3,393,0.03,0.09,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC1.0X-65/C-HRP-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=54,toptics_row_3,OTC-HRP Sensor Dia 11mm W.D. 65mm,O,1.0X,65,4.8,0.0694,7.2,288,0.02,0.16,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC2.0X-65/C-HRP-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=54,toptics_row_4,OTC-HRP Sensor Dia 11mm W.D. 65mm,O,2.0X,65,2.8,0.119,8.4,84,0.03,0.02,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC4.0X-45/C-HRP-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=54,toptics_row_5,OTC-HRP Sensor Dia 11mm W.D. 65mm,O,4.0X,45,2.2,0.15,13.3,33,0.05,0.03,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,BSTC0.157X-160-HRP-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=54,toptics_row_6,OTC-HRP Sensor Dia 11mm W.D. 110mm,X,0.157X,160,32.3,0.0104,7.5,12.1mm,0.05,0.03,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.23X-130-HRP-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=54,toptics_row_7,OTC-HRP Sensor Dia 11mm W.D. 110mm,X,0.23X,130,21.5,0.0156,7.35,5.5mm,0.03,0.13,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.3X-110/C-HRP-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=54,toptics_row_8,OTC-HRP Sensor Dia 11mm W.D. 110mm,O,0.3X,110,15.6,0.0214,7,3.1mm,0.04,0.02,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.3X-130/C-HRP-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=54,toptics_row_9,OTC-HRP Sensor Dia 11mm W.D. 110mm,O,0.3X,130,15.4,0.0217,6.9,3mm,0.05,0.05,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.3X-153/C-HRP-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=54,toptics_row_10,OTC-HRP Sensor Dia 11mm W.D. 110mm,O,0.3X,153,16.8,0.02,7.5,3.3mm,0.05,0.05,11mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.35X-120/C-HRP-11,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=54,toptics_row_11,OTC-HRP Sensor Dia 11mm W.D. 110mm,O,0.35X,120,14.4,0.0233,7.5,2.4mm,0.05,0.03,11mm,C
